Departamento,Municipio,Demanda Real [MWh],Participación [%]
Cundinamarca,Facatativa,110370.53874000002,"0,45%"
Antioquia,Guarne,109590.30675,"0,44%"
Atlántico,Soledad,107742.38208000007,"0,44%"
Antioquia,Sonson,104562.85916000004,"0,42%"
Huila,Neiva,96745.14927000005,"0,39%"
Magdalena,Cienaga,94321.08508999998,"0,38%"
Risaralda,Dos Quebradas,91348.68747999992,"0,37%"
Cundinamarca,Mosquera,90816.55014,"0,37%"
Cauca,Guachené,88297.91763999999,"0,36%"
Valle Del Cauca,Candelaria,87957.40157999996,"0,36%"
Santander,Giron,85241.70462999996,"0,34%"
Caldas,Chinchina,83856.45111999993,"0,34%"
Sucre,Sincelejo,83468.77072,"0,34%"
Cesar,El Paso,82406.98249999997,"0,33%"
Cundinamarca,Sibate,78513.04298000001,"0,32%"
Antioquia,La Estrella,77990.23053999998,"0,32%"
Cesar,Valledupar,72690.75452,"0,29%"
Cauca,Santander De Quilichao,72259.20301999996,"0,29%"
Santander,Floridablanca,70393.73099999997,"0,28%"
Cundinamarca,Gachancipa,68813.36510000004,"0,28%"
Sucre,Covenas,65913.91674000003,"0,27%"
Cauca,Puerto Tejada,65554.10126999998,"0,27%"
Cundinamarca,Sopo,63794.855569999956,"0,26%"
Antioquia,Sabaneta,62206.32054,"0,25%"
Valle Del Cauca,Cartago,61998.84192000001,"0,25%"
Atlántico,Sabanalarga,61989.521629999945,"0,25%"
Cesar,La Gloria,61603.42808000003,"0,25%"
Antioquia,Puerto Berrio,59842.12343999998,"0,24%"
Cundinamarca,Tenjo,59074.692760000005,"0,24%"
Valle Del Cauca,Tulua,58632.05948999998,"0,24%"
Valle Del Cauca,Buenaventura,55338.06778,"0,22%"
Casanare,Yopal,51338.26730999996,"0,21%"
Cauca,Villa Rica,47841.91633000001,"0,19%"
Antioquia,Retiro,47353.04594,"0,19%"
Antioquia,Copacabana,44872.23025000002,"0,18%"
Santander,Piedecuesta,44093.10066,"0,18%"
Antioquia,Remedios,43945.593659999984,"0,18%"
Córdoba,Cienaga De Oro,43588.523499999996,"0,18%"
Cesar,El Copey,43012.882070000036,"0,17%"
Atlántico,Puerto Colombia,42795.0727,"0,17%"
Cundinamarca,Sesquile,42399.73210999996,"0,17%"
Cauca,Caloto,42225.062969999926,"0,17%"
Antioquia,Marinilla,41789.917509999985,"0,17%"
Antioquia,Caldas,41079.42242,"0,17%"
Meta,Puerto Lopez,40982.65058000003,"0,17%"
Cundinamarca,Suesca,40511.323169999996,"0,16%"
Bolívar,Arjona,38959.736380000024,"0,16%"
Cundinamarca,Chia,38574.200649999984,"0,16%"
Antioquia,Segovia,38571.51934,"0,16%"
Cundinamarca,Puerto Salgar,37992.28009,"0,15%"
Valle Del Cauca,Bugalagrande,37815.01668000004,"0,15%"
Quindío,Armenia,35980.33172000002,"0,15%"
Cundinamarca,Girardot,33746.84116000003,"0,14%"
Caldas,Marmato,33627.72714999997,"0,14%"
Valle Del Cauca,Ginebra,33133.62181000002,"0,13%"
Nariño,Pasto,32094.215389999994,"0,13%"
Antioquia,Santo Domingo,31965.436629999997,"0,13%"
Córdoba,Cerete,30874.899290000012,"0,12%"
Sucre,Toluviejo,30710.230700000015,"0,12%"
Cauca,Popayan,30386.13292999999,"0,12%"
Norte De Santander,Tibu,29102.696149999985,"0,12%"
Cundinamarca,Zipaquira,28763.62251,"0,12%"
Tolima,Espinal,28590.721540000006,"0,12%"
Huila,Palermo,26672.530869999995,"0,11%"
Tolima,Carmen Deapicala,26656.721580000005,"0,11%"
Putumayo,Mocoa,26327.97351999999,"0,11%"
Antioquia,San Pedro,25914.562750000005,"0,10%"
Santander,Puerto Wilches,25828.388119999985,"0,10%"
Huila,Rivera,25403.328510000007,"0,10%"
Boyacá,Tibasosa,23344.98385999999,"0,09%"
Cundinamarca,La Calera,23343.348620000004,"0,09%"
Boyacá,Samaca,22968.453949999992,"0,09%"
Antioquia,Apartado,22892.94947999999,"0,09%"
Antioquia,Yarumal,22579.061479999997,"0,09%"
Antioquia,El Bagre,22330.51022999999,"0,09%"
Huila,Yaguara,21844.315720000002,"0,09%"
Cesar,Agustin Codazzi,21819.516420000018,"0,09%"
Boyacá,Duitama,21185.888039999998,"0,09%"
Antioquia,Amaga,20825.983860000004,"0,08%"
Valle Del Cauca,Jamundi,20579.058619999985,"0,08%"
Cundinamarca,El Rosal,19713.657059999983,"0,08%"
Atlántico,Sabanagrande,19480.897280000012,"0,08%"
Cundinamarca,Guacheta,19279.501960000016,"0,08%"
Antioquia,La Ceja,18781.51430000001,"0,08%"
Cundinamarca,Guaduas,18292.725949999996,"0,07%"
Tolima,Mariquita,18276.01271999999,"0,07%"
Chocó,El Carmen,18225.746759999995,"0,07%"
Cundinamarca,Villeta,18209.37495000001,"0,07%"
Valle Del Cauca,Vijes,17138.172160000002,"0,07%"
Cundinamarca,Alban,16955.70772000002,"0,07%"
Santander,Rionegro,16195.601019999998,"0,07%"
Córdoba,Planeta Rica,15821.092880000017,"0,06%"
Santander,Bolivar,15624.042930000001,"0,06%"
Cundinamarca,Ricaurte,15289.237650000001,"0,06%"
Antioquia,Santa Rosade Osos,15069.223729999989,"0,06%"
Antioquia,Puerto Triunfo,14272.868579999986,"0,06%"
Boyacá,Tunja,14167.811549999995,"0,06%"
Antioquia,Carepa,13532.10747999999,"0,05%"
Bolívar,Turbaco,12948.679309999996,"0,05%"
Santander,Lebrija,12658.91609,"0,05%"
Bolívar,Magangue,11222.85144,"0,05%"
Cundinamarca,Nilo,11137.667390000006,"0,05%"
Cesar,San Martin,10814.848299999998,"0,04%"
Nariño,Tumaco,10735.863719999996,"0,04%"
Antioquia,Cocorna,10490.401309999996,"0,04%"
Huila,Pitalito,10278.587059999987,"0,04%"
Tolima,Melgar,10268.596219999994,"0,04%"
Boyacá,Muzo,10205.855540000006,"0,04%"
Casanare,Aguazul,10029.277900000003,"0,04%"
Meta,Acacias,9922.650990000002,"0,04%"
Sucre,Corozal,9658.78426,"0,04%"
Casanare,Pore,9240.215450000003,"0,04%"
Cesar,Aguachica,9105.32963,"0,04%"
Córdoba,San Antero,9102.875120000002,"0,04%"
Valle Del Cauca,El Cerrito,9006.031649999995,"0,04%"
Meta,San Martin,8952.718549999996,"0,04%"
Atlántico,Ponedera,8928.233969999992,"0,04%"
Antioquia,Entrerrios,8749.220230000003,"0,04%"
Huila,Campoalegre,8627.436539999995,"0,03%"
Putumayo,Villagarzon,8607.898310000013,"0,03%"
Córdoba,Lorica,8585.757640000005,"0,03%"
Caldas,La Dorada,8570.549640000005,"0,03%"
Valle Del Cauca,Dagua,8570.069239999995,"0,03%"
Huila,Hobo,8329.613889999991,"0,03%"
Antioquia,Caucasia,8317.02952,"0,03%"
Meta,San Carlosguaroa,8278.391310000003,"0,03%"
Valle Del Cauca,Yotoco,8166.327019999993,"0,03%"
Meta,Cumaral,8120.913870000003,"0,03%"
Quindío,Calarca,7984.851459999999,"0,03%"
Valle Del Cauca,Zarzal,7959.058140000004,"0,03%"
Santander,Sabana Detorres,7617.109879999999,"0,03%"
Quindío,La Tebaida,7402.3304299999945,"0,03%"
Norte De Santander,Los Patios,7084.802250000005,"0,03%"
Caldas,Villamaria,6647.066579999997,"0,03%"
Antioquia,Carmen De Viboral,6630.603070000002,"0,03%"
Atlántico,Baranoa,6588.602410000002,"0,03%"
Valle Del Cauca,Guacari,6509.711129999999,"0,03%"
Magdalena,Fundacion,6431.698280000005,"0,03%"
Atlántico,Tubara,6402.835280000002,"0,03%"
Meta,Granada,6148.949669999998,"0,02%"
Casanare,Nunchia,6136.791569999998,"0,02%"
Boyacá,Chiquinquira,6110.478249999995,"0,02%"
Valle Del Cauca,Roldanillo,5953.007840000001,"0,02%"
Boyacá,Paipa,5763.825880000001,"0,02%"
Tolima,Purificacion,5544.739019999993,"0,02%"
Antioquia,Turbo,5440.742160000004,"0,02%"
Tolima,Alvarado,5363.42576,"0,02%"
Magdalena,Aracataca,5136.078380000001,"0,02%"
Bolívar,El Carmende Bolivar,4985.777990000004,"0,02%"
Valle Del Cauca,La Victoria,4983.689089999998,"0,02%"
Norte De Santander,El Zulia,4907.790179999997,"0,02%"
Tolima,Fresno,4899.1579900000015,"0,02%"
Magdalena,Sitionuevo,4851.545229999998,"0,02%"
Boyacá,Maripi,4837.443289999997,"0,02%"
Norte De Santander,Ocana,4819.463349999997,"0,02%"
Valle Del Cauca,La Union,4770.57955,"0,02%"
Caldas,Risaralda,4747.6322100000025,"0,02%"
Magdalena,Zona Bananera,4727.737340000001,"0,02%"
Nariño,Ipiales,4693.350019999998,"0,02%"
Huila,Villavieja,4642.971740000001,"0,02%"
Quindío,Montenegro,4631.893130000002,"0,02%"
Tolima,Armero,4607.246859999998,"0,02%"
Valle Del Cauca,Florida,4587.465609999997,"0,02%"
Antioquia,Maceo,4474.59196,"0,02%"
Tolima,Herveo,4468.090310000001,"0,02%"
Tolima,Venadillo,4458.699039999997,"0,02%"
Córdoba,Sahagun,4241.917180000002,"0,02%"
Antioquia,La Union,4216.902159999999,"0,02%"
Cundinamarca,Lenguazaque,4210.465010000001,"0,02%"
Valle Del Cauca,Andalucia,4193.760399999996,"0,02%"
Boyacá,Paz Derio,4172.50888,"0,02%"
Cundinamarca,Quetame,4131.8021,"0,02%"
Cesar,L.Jagua Ibirico,4078.405999999999,"0,02%"
Tolima,Piedras,4062.7996999999996,"0,02%"
Santander,Puerto Parra,4047.814070000002,"0,02%"
Valle Del Cauca,Pradera,3866.5115000000014,"0,02%"
La Guajira,Maicao,3730.869170000001,"0,02%"
Tolima,Ambalema,3647.523149999998,"0,01%"
Caquetá,Florencia,3614.5702699999997,"0,01%"
Córdoba,Chinu,3607.053680000002,"0,01%"
Cundinamarca,Nemocon,3593.0933099999975,"0,01%"
Sucre,Tolu,3563.9743000000017,"0,01%"
Cundinamarca,Fuquene,3563.8307299999965,"0,01%"
Caquetá,Solano,3539.278849999997,"0,01%"
Huila,Tello,3525.7512100000004,"0,01%"
Magdalena,Plato,3511.3114699999987,"0,01%"
Risaralda,Santa Rosade Cabal,3489.351810000002,"0,01%"
Antioquia,Don Matias,3425.188719999999,"0,01%"
Bolívar,Maria Labaja,3295.9709799999996,"0,01%"
Tolima,Suarez,3288.5172699999994,"0,01%"
Norte De Santander,Villa Rosario,3282.957740000001,"0,01%"
Atlántico,Polonuevo,3228.266980000001,"0,01%"
Nariño,Guachucal,3193.1106700000023,"0,01%"
Antioquia,Toledo,3179.908970000001,"0,01%"
Atlántico,Luruaco,3045.0716900000025,"0,01%"
Boyacá,Miraflores,3019.28487,"0,01%"
La Guajira,Dibulla,3011.3859999999972,"0,01%"
Bogotá. D.C.,Fontibon,2894.2808999999984,"0,01%"
La Guajira,Albania,2863.3704700000003,"0,01%"
Cundinamarca,Cucunuba,2779.9496599999984,"0,01%"
Tolima,Natagaima,2774.126309999998,"0,01%"
Tolima,Ortega,2740.638719999999,"0,01%"
Tolima,Flandes,2736.4087799999998,"0,01%"
Bolívar,Santa Catalina,2733.3966500000015,"0,01%"
Meta,Puerto Rico,2635.289669999999,"0,01%"
Cundinamarca,Subachoque,2612.8967699999985,"0,01%"
Cundinamarca,Bojaca,2558.1792499999992,"0,01%"
Caldas,Supia,2505.35036,"0,01%"
Atlántico,Manati,2499.013430000002,"0,01%"
Sucre,San Marcos,2458.6442199999988,"0,01%"
Huila,Garzon,2410.2932299999975,"0,01%"
Valle Del Cauca,San Pedro,2359.067159999999,"0,01%"
Chocó,Quibdo,2282.3201600000007,"0,01%"
Magdalena,Puebloviejo,2251.2240899999993,"0,01%"
Cundinamarca,Tausa,2180.7438000000006,"0,01%"
Quindío,Quimbaya,2180.6566300000013,"0,01%"
La Guajira,San Juandel Cesar,2111.7656700000016,"0,01%"
Santander,San Gil,2103.035379999999,"0,01%"
Antioquia,San Jeronimo,2061.02264,"0,01%"
Córdoba,Pto. Libertador,2049.7181899999996,"0,01%"
Antioquia,Canasgordas,2046.3970999999992,"0,01%"
Meta,Restrepo,2025.5174000000025,"0,01%"
Cesar,San Alberto,2022.5835099999988,"0,01%"
Magdalena,Pivijay,2012.3120800000004,"0,01%"
Norte De Santander,Toledo,2010.3899500000005,"0,01%"
Tolima,Saldana,1943.06069,"0,01%"
Sucre,Sampues,1916.6962299999993,"0,01%"
Arauca,Tame,1885.1388699999984,"0,01%"
La Guajira,Fonseca,1844.1235299999998,"0,01%"
Antioquia,Giraldo,1787.0625899999989,"0,01%"
Cundinamarca,Guayabetal,1779.0633199999986,"0,01%"
Cesar,Bosconia,1773.7672699999991,"0,01%"
Putumayo,Puerto Asis,1706.2809800000002,"0,01%"
Boyacá,Moniquira,1584.6813499999994,"0,01%"
Cauca,Miranda,1566.8659000000005,"0,01%"
Norte De Santander,Sardinata,1560.4820799999984,"0,01%"
Bolívar,Mompos,1545.5960400000004,"0,01%"
Santander,San Vicentede Ch.,1513.5540000000003,"0,01%"
Arauca,Saravena,1511.2722799999997,"0,01%"
Cundinamarca,Sutatausa,1479.1190800000013,"0,01%"
Cesar,Chiriguana,1474.7970000000028,"0,01%"
Sucre,San Onofre,1449.9965799999986,"0,01%"
Risaralda,La Virginia,1442.2746499999996,"0,01%"
Cundinamarca,Fusagasuga,1433.7708599999999,"0,01%"
Meta,Guamal,1412.579719999999,"0,01%"
La Guajira,Barrancas,1382.9446799999998,"0,01%"
Cundinamarca,Une,1369.7769100000012,"0,01%"
Casanare,Orocue,1365.6168300000006,"0,01%"
Tolima,Chaparral,1362.7444499999995,"0,01%"
Cundinamarca,Chipaque,1336.8740100000002,"0,01%"
Antioquia,Cisneros,1329.2628699999998,"0,01%"
Bogotá. D.C.,Suba,1305.1946500000008,"0,01%"
Meta,Castilla Lanueva,1301.273269999999,"0,01%"
Nariño,Tuquerres,1274.1741600000016,"0,01%"
Boyacá,Soraca,1270.3123500000002,"0,01%"
Antioquia,Santafé De Antioquia,1264.9638499999996,"0,01%"
Atlántico,Repelon,1260.8005200000018,"0,01%"
La Guajira,Villanueva,1229.616479999997,"0,00%"
Antioquia,Guadalupe,1192.6869199999992,"0,00%"
Córdoba,Momil,1192.4653500000004,"0,00%"
Magdalena,El Banco,1160.0273200000008,"0,00%"
Antioquia,Angelopolis,1136.04782,"0,00%"
Cundinamarca,Tabio,1126.0295899999999,"0,00%"
Atlántico,Palmar Devarela,1117.5843199999993,"0,00%"
Santander,Los Santos,1108.3984700000005,"0,00%"
Boyacá,Pachavita,1104.499090000001,"0,00%"
Huila,Tesalia,1076.2221999999992,"0,00%"
Antioquia,Arboletes,1048.4950200000007,"0,00%"
Boyacá,Ventaquemada,1042.9336600000001,"0,00%"
Antioquia,Santuario,1039.2328700000003,"0,00%"
Atlántico,Santo Tomas,1035.5794499999997,"0,00%"
Boyacá,Sotaquira,1018.5320099999998,"0,00%"
Boyacá,Pesca,1016.5463300000001,"0,00%"
Valle Del Cauca,La Cumbre,1004.48136,"0,00%"
Cundinamarca,Simijaca,1002.3573500000002,"0,00%"
Boyacá,Raquira,989.9456499999993,"0,00%"
Bogotá. D.C.,Bosa,982.9859700000001,"0,00%"
La Guajira,Manaure,982.7852400000005,"0,00%"
Córdoba,Ayapel,982.4865599999996,"0,00%"
Antioquia,Urrao,979.0742100000006,"0,00%"
Cesar,Becerril,964.3589200000001,"0,00%"
Caldas,Pensilvania,958.3513400000003,"0,00%"
Bolívar,Cantagallo,957.0100200000004,"0,00%"
Córdoba,Tierralta,954.8068799999998,"0,00%"
Boyacá,Santa Rosa De V.,920.6113200000001,"0,00%"
Antioquia,Chigorodo,912.4119000000001,"0,00%"
Bolívar,San Juan Nepomuc.,908.1335800000005,"0,00%"
Valle Del Cauca,Calima (Darien),897.0051100000003,"0,00%"
Norte De Santander,El Tarra,882.7538899999996,"0,00%"
Meta,Fuente Deoro,873.5069999999995,"0,00%"
Córdoba,San Pelayo,870.69708,"0,00%"
Córdoba,S.Andres Sotav.,867.68148,"0,00%"
Norte De Santander,Pamplona,864.4026699999996,"0,00%"
Valle Del Cauca,Caicedonia,854.9040899999999,"0,00%"
Boyacá,Villa Deleyva,846.0672299999964,"0,00%"
Antioquia,Titiribi,845.6355799999997,"0,00%"
La Guajira,Uribia,842.8185599999994,"0,00%"
Cundinamarca,Anapoima,842.0776899999997,"0,00%"
Cesar,Chimichagua,826.757640000001,"0,00%"
Santander,Aratoca,826.2305499999989,"0,00%"
Valle Del Cauca,Riofrio,821.0210800000001,"0,00%"
Cundinamarca,Caqueza,819.4157099999993,"0,00%"
Cesar,Robles (La Paz),803.0496000000013,"0,00%"
Santander,Guepsa,785.5210200000004,"0,00%"
Bolívar,Calamar,776.1654699999995,"0,00%"
Magdalena,Algarrobo,775.9479700000002,"0,00%"
Huila,Altamira,770.6509299999998,"0,00%"
La Guajira,Urumita,768.1681199999998,"0,00%"
Nariño,Samaniego,764.6720399999999,"0,00%"
Atlántico,Piojo,761.0145100000001,"0,00%"
Nariño,Cumbal,749.5892399999987,"0,00%"
Nariño,Chachagui,741.9471600000019,"0,00%"
Valle Del Cauca,Bolivar,738.7189600000002,"0,00%"
Córdoba,San Bernardovto.,735.96936,"0,00%"
Antioquia,Necocli,731.9058500000004,"0,00%"
Cundinamarca,Guasca,725.2342800000006,"0,00%"
Caldas,Anserma,714.5753400000001,"0,00%"
Bolívar,San Pablo,705.6636799999994,"0,00%"
Tolima,Lerida,674.8235300000001,"0,00%"
Sucre,Palmito,674.0310000000001,"0,00%"
Bogotá. D.C.,Usme,672.65168,"0,00%"
Nariño,Sandona,661.002720000001,"0,00%"
Atlántico,Candelaria,657.7016400000011,"0,00%"
Sucre,Galeras,648.59184,"0,00%"
Atlántico,Campo Dela Cruz,645.2232000000005,"0,00%"
Boyacá,Garagoa,640.3615499999996,"0,00%"
Tolima,Libano,638.7265999999998,"0,00%"
Atlántico,Suan,631.3231200000005,"0,00%"
Boyacá,Aquitania,623.7554000000034,"0,00%"
Meta,Vista Hermosa,623.3922000000034,"0,00%"
Magdalena,El Reten,615.5639800000004,"0,00%"
Caldas,Neira,599.1672099999984,"0,00%"
Tolima,Cajamarca,595.7908399999998,"0,00%"
Antioquia,Taraza,588.128140000002,"0,00%"
Nariño,La Cruz,585.8372400000006,"0,00%"
Cundinamarca,Gacheta,584.0653400000006,"0,00%"
Nariño,Pupiales,582.2012200000001,"0,00%"
Córdoba,Pueblo Nuevo,576.3914400000003,"0,00%"
Magdalena,Ariguani,570.12588,"0,00%"
Boyacá,Firavitoba,569.99041,"0,00%"
Nariño,La Union,568.9855199999989,"0,00%"
Bolívar,Cicuco,558.54276,"0,00%"
Meta,Mesetas,546.9519600000012,"0,00%"
Tolima,Honda,539.3383700000003,"0,00%"
Meta,Puerto Lleras,534.1268399999998,"0,00%"
La Guajira,Distraccion,532.4761200000002,"0,00%"
Tolima,Guamo,529.9330199999999,"0,00%"
Atlántico,Santa Lucia,528.66816,"0,00%"
Nariño,Funes,525.7187599999994,"0,00%"
Meta,Cubarral,517.8127200000006,"0,00%"
Sucre,Since,508.0521600000002,"0,00%"
Sucre,San Pedro,504.762120000001,"0,00%"
Risaralda,Balboa,494.6106000000003,"0,00%"
Antioquia,La Pintada,489.74039999999934,"0,00%"
Risaralda,Belen Deumbria,480.8839900000024,"0,00%"
Boyacá,Ramiriqui,474.0536499999996,"0,00%"
Sucre,San Benitoabad,471.2348400000001,"0,00%"
Bolívar,San Martinde Loba,464.72028,"0,00%"
Antioquia,Peñol,460.3716100000014,"0,00%"
Cundinamarca,Paratebueno,451.06714000000017,"0,00%"
Antioquia,Frontino,448.0488099999995,"0,00%"
Nariño,Buesaco,445.6741199999993,"0,00%"
Nariño,Taminango,444.11088000000024,"0,00%"
Boyacá,Guateque,443.2976300000005,"0,00%"
Córdoba,San Carlos,441.2278799999999,"0,00%"
Atlántico,Usiacuri,429.43787999999995,"0,00%"
La Guajira,El Molino,424.4232000000001,"0,00%"
Boyacá,Santana,412.2852900000009,"0,00%"
Bolívar,Margarita,406.45643999999993,"0,00%"
Bolívar,Talaigua Nuevo,405.0108000000001,"0,00%"
Antioquia,Yolombo,400.0596499999996,"0,00%"
Tolima,Coello,399.0080699999999,"0,00%"
Boyacá,Otanche,397.82460000000003,"0,00%"
Bolívar,San Jacinto,397.5849600000001,"0,00%"
Huila,Gigante,395.7949399999996,"0,00%"
Cundinamarca,Fomeque,390.6157499999999,"0,00%"
Antioquia,San Luis,386.4198000000004,"0,00%"
Boyacá,Belen,385.4163500000013,"0,00%"
Magdalena,Salamina,382.10124,"0,00%"
Córdoba,La Apartada,379.16520000000025,"0,00%"
Meta,San Juande Arama,375.9501599999996,"0,00%"
Nariño,Puerres,373.13675999999987,"0,00%"
Meta,Uribe,372.22739999999925,"0,00%"
Córdoba,Cotorra,363.8812800000003,"0,00%"
Nariño,El Tablon,363.70176000000004,"0,00%"
Nariño,Policarpa,360.08868000000047,"0,00%"
Cundinamarca,Zipacon,360.0659600000005,"0,00%"
Nariño,San Lorenzo,356.98416000000174,"0,00%"
Bolívar,Barranco Deloba,356.6467200000002,"0,00%"
Córdoba,Canalete,356.4673199999999,"0,00%"
Boyacá,Combita,355.3122599999972,"0,00%"
Sucre,S.Juan Betulia,354.52764,"0,00%"
Cesar,Curumani,352.95376000000016,"0,00%"
Bolívar,Cordoba,351.32415999999995,"0,00%"
Nariño,Linares,346.31988000000064,"0,00%"
Nariño,San Pedro De Cartago,342.13644,"0,00%"
Sucre,Coloso,340.9715999999996,"0,00%"
Córdoba,Purisima,337.93404,"0,00%"
Valle Del Cauca,El Dovio,335.7944400000005,"0,00%"
Nariño,Imues,334.64076000000006,"0,00%"
Antioquia,Abejorral,331.27122999999995,"0,00%"
Sucre,Sucre,328.7816499999999,"0,00%"
Boyacá,Soata,327.61176000000034,"0,00%"
Nariño,Cuaspud,325.53311999999954,"0,00%"
Nariño,San Pablo,322.0883999999999,"0,00%"
Córdoba,Monitos,321.24444000000005,"0,00%"
Bolívar,Hatillo De Loba,315.7008,"0,00%"
Meta,Cabuyaro,315.5054400000002,"0,00%"
Nariño,Guaitarilla,314.3167199999994,"0,00%"
Tolima,Santa Isabel,309.0006200000001,"0,00%"
Boyacá,Mongui,305.79149000000007,"0,00%"
Boyacá,Toca,305.04109999999974,"0,00%"
Boyacá,Tasco,304.78814999999986,"0,00%"
Caldas,Palestina,301.38507999999996,"0,00%"
Boyacá,Socha,298.85698999999914,"0,00%"
Bolívar,San Estanislao,294.48144,"0,00%"
Boyacá,Arcabuco,294.03817000000015,"0,00%"
Antioquia,Gomez Plata,282.9491700000001,"0,00%"
Antioquia,San Pedrouraba,277.7902199999999,"0,00%"
Meta,El Castillo,277.40484000000026,"0,00%"
Bolívar,Villanueva,276.14592000000005,"0,00%"
Nariño,Consaca,272.51003999999966,"0,00%"
Boyacá,Sutamarchan,267.04965999999985,"0,00%"
Cesar,Manaure B.Cesar,266.9012400000005,"0,00%"
Caldas,Salamina,266.28823000000017,"0,00%"
Bolívar,Turbana,265.78872000000007,"0,00%"
Nariño,Leiva,265.19232000000005,"0,00%"
Nariño,Gualmatan,259.65432000000015,"0,00%"
Valle Del Cauca,Obando,257.62071000000003,"0,00%"
Boyacá,Mongua,254.36177999999938,"0,00%"
Córdoba,Chima,254.00040000000007,"0,00%"
Nariño,El Tambo,249.74352000000007,"0,00%"
Boyacá,Cienega,245.64487999999997,"0,00%"
Meta,Lejanias,245.1063599999994,"0,00%"
Nariño,Aldana,244.09392000000008,"0,00%"
Huila,La Plata,243.5265099999998,"0,00%"
Nariño,Ricaurte,243.17316000000017,"0,00%"
Casanare,Monterrey,243.06297000000006,"0,00%"
Córdoba,Los Cordobas,242.13179999999983,"0,00%"
Casanare,Mani,231.9576099999999,"0,00%"
Bolívar,Altos Del Rosario,228.31595999999996,"0,00%"
Magdalena,Nueva Granada,228.17687999999995,"0,00%"
Boyacá,Tibana,222.83278999999925,"0,00%"
Nariño,Ancuya,222.74004000000014,"0,00%"
Nariño,El Penol,222.74003999999994,"0,00%"
Norte De Santander,Pamplonita,222.58186000000026,"0,00%"
Boyacá,Santa Maria,222.14764000000028,"0,00%"
Boyacá,S.Luis De Gaceno,219.45724999999868,"0,00%"
Boyacá,Turmeque,215.8945799999998,"0,00%"
Nariño,Yacuanquer,215.16936000000024,"0,00%"
Nariño,La Florida,214.96991999999997,"0,00%"
Nariño,Belen,212.56163999999995,"0,00%"
Nariño,Nariño,211.8368399999999,"0,00%"
Bolívar,Clemencia,211.08756000000002,"0,00%"
Nariño,Sapuyes,208.99787999999978,"0,00%"
Nariño,Mallama,208.38192000000004,"0,00%"
Boyacá,Chita,206.46447000000086,"0,00%"
Boyacá,Saboya,204.86550000000045,"0,00%"
Boyacá,Macanal,199.3381899999998,"0,00%"
Bolívar,Santa Rosade Lima,199.26107999999994,"0,00%"
Nariño,Tangua,194.92043999999996,"0,00%"
Magdalena,Santa Ana,190.43797999999998,"0,00%"
Boyacá,Sachica,189.9469499999996,"0,00%"
Nariño,Potosi,187.88580000000007,"0,00%"
Boyacá,Iza,187.77793999999994,"0,00%"
Nariño,Colon,182.70324000000005,"0,00%"
Nariño,Cumbitara,181.79196,"0,00%"
Nariño,El Rosario,181.79196,"0,00%"
Sucre,Ovejas,181.39392000000004,"0,00%"
