Departamento,Municipio,Demanda Real [MWh],Participación [%]
Boyacá,Panqueba,71.239,"0,00%"
Nariño,Arboleda,67.29332000000001,"0,00%"
Boyacá,Sora,67.08688,"0,00%"
Boyacá,Gachantiva,66.66962999999997,"0,00%"
Boyacá,Berbeo,66.63643,"0,00%"
Boyacá,San Eduardo,65.28772000000001,"0,00%"
Nariño,Contadero,61.11912000000002,"0,00%"
Nariño,San Bernardo,60.93875999999999,"0,00%"
Nariño,La Llanada,60.628879999999995,"0,00%"
Nariño,Los Andes,60.628879999999995,"0,00%"
Nariño,Samaniego,60.628879999999995,"0,00%"
Nariño,Santacruz,60.628879999999995,"0,00%"
Boyacá,Cubara,59.345600000000005,"0,00%"
Boyacá,Almeida,55.57909,"0,00%"
Boyacá,Briceno,54.26517,"0,00%"
Boyacá,Coper,53.32701,"0,00%"
Nariño,Ospina,49.320029999999996,"0,00%"
Santander,Pinchote,38.44447999999999,"0,00%"
Boyacá,Rondon,34.930009999999996,"0,00%"
Nariño,Magui,34.42635000000001,"0,00%"
Cauca,Purace,22.325230000000005,"0,00%"
Huila,Altamira,8.67862,"0,00%"
Antioquia,Santa Barbara,4.0122800000000005,"0,00%"
