Departamento,Municipio,Demanda Real [MWh],Participación [%]
Casanare,Villanueva,76105.51747000002,"0,31%"
Cauca,Puerto Tejada,73916.18914,"0,30%"
Santander,Floridablanca,70315.35316000003,"0,29%"
Antioquia,Sabaneta,70168.52237,"0,29%"
Cundinamarca,Gachancipa,69899.02956,"0,28%"
Cauca,Santander De Quilichao,68527.91029999996,"0,28%"
Cesar,La Gloria,66040.93992000003,"0,27%"
Valle Del Cauca,Cartago,64055.942489999994,"0,26%"
Valle Del Cauca,Tulua,63484.71926999999,"0,26%"
Cundinamarca,Sopo,63211.704980000024,"0,26%"
Valle Del Cauca,Buenaventura,61616.25481999998,"0,25%"
Antioquia,Puerto Berrio,60640.23783000004,"0,25%"
Cundinamarca,Tenjo,55208.19082999999,"0,22%"
Santander,Piedecuesta,53001.98709,"0,22%"
Atlántico,Sabanalarga,52406.214640000006,"0,21%"
Cauca,Caloto,47100.422259999956,"0,19%"
Antioquia,Marinilla,46998.35167999998,"0,19%"
Cundinamarca,Chia,46946.09581,"0,19%"
Antioquia,Copacabana,44692.63889,"0,18%"
Cundinamarca,Suesca,44117.39355000001,"0,18%"
Tolima,Carmen Deapicala,43860.77804000002,"0,18%"
Santander,Puerto Wilches,43654.51224999998,"0,18%"
Cesar,El Copey,43586.168760000015,"0,18%"
Casanare,Yopal,43463.90550000004,"0,18%"
Cundinamarca,Sesquile,43163.611929999985,"0,18%"
Cundinamarca,La Calera,42889.32103999998,"0,17%"
Cauca,Villa Rica,42301.121189999976,"0,17%"
Antioquia,Segovia,41896.137100000014,"0,17%"
Antioquia,Caldas,40206.71479000001,"0,16%"
Córdoba,Cienaga De Oro,39771.615840000006,"0,16%"
Meta,Puerto Lopez,38720.84330999996,"0,16%"
Atlántico,Puerto Colombia,38556.156809999986,"0,16%"
Cundinamarca,Puerto Salgar,38502.66552999999,"0,16%"
Cauca,Popayan,37935.40006,"0,15%"
Valle Del Cauca,Bugalagrande,37155.064470000005,"0,15%"
Bolívar,Arjona,37059.25540999998,"0,15%"
Antioquia,Toledo,35360.71181000002,"0,14%"
Quindío,Armenia,34952.29415000001,"0,14%"
Nariño,Pasto,34316.617189999975,"0,14%"
Córdoba,Cerete,34135.22612999999,"0,14%"
Caldas,Marmato,33963.36410000001,"0,14%"
Tolima,Espinal,33646.31347000003,"0,14%"
Cundinamarca,Girardot,33392.73397,"0,14%"
Valle Del Cauca,Ginebra,31146.399560000005,"0,13%"
Sucre,Covenas,29660.717730000022,"0,12%"
Cesar,El Paso,29495.989930000007,"0,12%"
Sucre,Tolu,28884.35637,"0,12%"
Cundinamarca,Zipaquira,27073.536459999996,"0,11%"
Huila,Rivera,26236.908279999985,"0,11%"
Huila,Palermo,25059.52434,"0,10%"
Antioquia,Amaga,24146.476269999996,"0,10%"
Putumayo,Mocoa,23603.74028,"0,10%"
Antioquia,San Pedro,23566.869810000022,"0,10%"
Antioquia,Yarumal,23297.406430000003,"0,09%"
Antioquia,Santo Domingo,22333.09539,"0,09%"
Boyacá,Tibasosa,21952.168929999996,"0,09%"
Cundinamarca,Guacheta,21851.101190000005,"0,09%"
Boyacá,Samaca,21506.567600000002,"0,09%"
Valle Del Cauca,Jamundi,21251.90155999997,"0,09%"
Cundinamarca,El Rosal,21054.02194,"0,09%"
Cesar,Agustin Codazzi,20328.608700000008,"0,08%"
Norte De Santander,Tibu,20246.79642000001,"0,08%"
Tolima,Mariquita,19056.636360000004,"0,08%"
Tolima,Melgar,18779.381239999995,"0,08%"
Boyacá,Duitama,18747.378320000003,"0,08%"
Antioquia,Apartado,18537.611829999998,"0,08%"
Cundinamarca,Villeta,18389.94105999999,"0,07%"
Cundinamarca,Guaduas,18048.379549999987,"0,07%"
Boyacá,Tunja,17550.840949999994,"0,07%"
Antioquia,La Ceja,17239.912659999987,"0,07%"
Santander,Rionegro,16310.754100000007,"0,07%"
Atlántico,Sabanagrande,16292.275979999999,"0,07%"
Chocó,El Carmen,16037.527320000007,"0,07%"
Huila,Yaguara,15904.872170000002,"0,06%"
Valle Del Cauca,Zarzal,15311.001010000002,"0,06%"
Meta,San Carlosguaroa,14692.921529999996,"0,06%"
Antioquia,Puerto Triunfo,14582.208710000006,"0,06%"
Cundinamarca,Ricaurte,14560.032920000003,"0,06%"
Córdoba,Planeta Rica,14425.17749,"0,06%"
Antioquia,Santa Rosade Osos,14078.129170000007,"0,06%"
Cesar,L.Jagua Ibirico,13448.291509999994,"0,05%"
Cesar,San Martin,13300.954889999983,"0,05%"
Santander,Bolivar,13164.999969999999,"0,05%"
Antioquia,Cocorna,12658.25893,"0,05%"
Antioquia,Cisneros,12602.405539999992,"0,05%"
Bolívar,Magangue,12445.421080000007,"0,05%"
Antioquia,Remedios,12414.00909,"0,05%"
Antioquia,Caucasia,12289.75557,"0,05%"
Nariño,Tumaco,12063.538050000005,"0,05%"
Santander,Lebrija,11981.608430000008,"0,05%"
Antioquia,Carepa,11898.455100000001,"0,05%"
Bolívar,Turbaco,11104.81575000001,"0,05%"
Meta,Cumaral,10237.363200000002,"0,04%"
Cundinamarca,Nilo,10224.673459999998,"0,04%"
Boyacá,Muzo,9884.15185,"0,04%"
Sucre,Toluviejo,9414.021709999999,"0,04%"
Casanare,Aguazul,9385.994740000002,"0,04%"
Atlántico,Ponedera,9230.729469999995,"0,04%"
Caldas,La Dorada,8936.574839999992,"0,04%"
Huila,Pitalito,8894.344460000002,"0,04%"
Huila,Hobo,8766.826140000001,"0,04%"
Valle Del Cauca,El Cerrito,8707.36311,"0,04%"
Meta,Granada,8647.11777,"0,04%"
Meta,Acacias,8607.20317999999,"0,04%"
Huila,Campoalegre,8558.847650000003,"0,03%"
Valle Del Cauca,Yotoco,8547.176380000008,"0,03%"
Valle Del Cauca,Dagua,8377.37011,"0,03%"
Sucre,Corozal,8258.922460000003,"0,03%"
Magdalena,Fundacion,8143.081589999994,"0,03%"
Córdoba,Lorica,7985.963299999995,"0,03%"
Meta,San Martin,7708.336060000002,"0,03%"
Antioquia,Entrerrios,7704.401709999999,"0,03%"
Quindío,La Tebaida,7568.484069999998,"0,03%"
Antioquia,Carmen De Viboral,7407.387220000004,"0,03%"
Santander,Sabana Detorres,7368.565050000003,"0,03%"
Caldas,Villamaria,7310.963950000006,"0,03%"
Cesar,Aguachica,7118.360489999999,"0,03%"
Valle Del Cauca,Florida,6861.041029999996,"0,03%"
Magdalena,El Reten,6601.9150999999965,"0,03%"
Quindío,Calarca,6489.29691,"0,03%"
Norte De Santander,Los Patios,6468.460619999998,"0,03%"
Risaralda,Santa Rosade Cabal,6322.061129999996,"0,03%"
Casanare,Pore,6313.532729999995,"0,03%"
Boyacá,Chiquinquira,6306.074320000002,"0,03%"
Atlántico,Baranoa,6259.911680000003,"0,03%"
Cundinamarca,Alban,6081.8949299999995,"0,02%"
Antioquia,El Bagre,6067.73169,"0,02%"
Magdalena,Aracataca,6024.700539999995,"0,02%"
Atlántico,Tubara,5983.318630000001,"0,02%"
Córdoba,Sahagun,5900.257819999995,"0,02%"
Putumayo,Villagarzon,5841.603079999998,"0,02%"
Valle Del Cauca,Guacari,5786.114629999992,"0,02%"
Antioquia,Giraldo,5639.38588,"0,02%"
Valle Del Cauca,Andalucia,5634.657479999997,"0,02%"
Antioquia,La Union,5616.149319999998,"0,02%"
Norte De Santander,El Zulia,5479.971490000005,"0,02%"
Tolima,Alvarado,5385.417179999997,"0,02%"
Boyacá,Paz Derio,5375.888850000001,"0,02%"
Boyacá,Paipa,5234.291800000001,"0,02%"
Valle Del Cauca,La Union,5094.182400000002,"0,02%"
Antioquia,Turbo,5064.017700000005,"0,02%"
Casanare,Nunchia,4956.992319999995,"0,02%"
Bolívar,El Carmende Bolivar,4934.270260000004,"0,02%"
Magdalena,Zona Bananera,4924.326290000003,"0,02%"
Tolima,Fresno,4818.709740000005,"0,02%"
Tolima,Venadillo,4793.298700000002,"0,02%"
Norte De Santander,Ocana,4742.5119700000005,"0,02%"
Cundinamarca,Fuquene,4677.234919999997,"0,02%"
Tolima,Purificacion,4612.3101400000005,"0,02%"
Magdalena,Sitionuevo,4603.109169999997,"0,02%"
Valle Del Cauca,Pradera,4579.849699999997,"0,02%"
Antioquia,Retiro,4574.372340000003,"0,02%"
Bolívar,Maria Labaja,4514.204919999998,"0,02%"
Tolima,Armero,4485.836709999999,"0,02%"
Córdoba,San Antero,4479.867019999999,"0,02%"
Tolima,Herveo,4402.941530000002,"0,02%"
Antioquia,Canasgordas,4378.126520000001,"0,02%"
Casanare,Mani,4362.995080000006,"0,02%"
Cundinamarca,Tabio,4360.875520000003,"0,02%"
Boyacá,Maripi,4296.18423,"0,02%"
Antioquia,Don Matias,4275.198649999999,"0,02%"
Bogotá. D.C.,Fontibon,4269.903349999996,"0,02%"
Nariño,Ipiales,4199.414589999999,"0,02%"
Valle Del Cauca,Roldanillo,4181.10406,"0,02%"
Quindío,Montenegro,4168.490069999998,"0,02%"
Norte De Santander,Villa Rosario,4003.080520000002,"0,02%"
Caldas,Supia,3909.3146299999976,"0,02%"
Cundinamarca,Lenguazaque,3850.8753400000023,"0,02%"
Huila,Tello,3787.4419800000005,"0,02%"
Córdoba,Chinu,3768.4084500000017,"0,02%"
Meta,Puerto Rico,3679.0722700000038,"0,01%"
Caldas,Risaralda,3652.902230000002,"0,01%"
Caquetá,Florencia,3501.7866099999956,"0,01%"
Boyacá,Miraflores,3492.522940000001,"0,01%"
Cundinamarca,Nemocon,3429.058060000002,"0,01%"
Huila,Villavieja,3379.968709999999,"0,01%"
Cundinamarca,Guasca,3282.2322100000006,"0,01%"
Bolívar,Santa Catalina,3118.3079199999925,"0,01%"
Caquetá,Solano,3073.945670000002,"0,01%"
Cundinamarca,Sasaima,3013.35193,"0,01%"
Tolima,Flandes,2977.433890000001,"0,01%"
Tolima,Natagaima,2969.073109999997,"0,01%"
Tolima,Suarez,2887.521600000002,"0,01%"
La Guajira,Maicao,2847.19252,"0,01%"
Atlántico,Luruaco,2830.3217899999986,"0,01%"
Tolima,Ortega,2810.9284700000003,"0,01%"
Magdalena,Plato,2747.51401,"0,01%"
La Guajira,San Juandel Cesar,2724.9514200000017,"0,01%"
Atlántico,Polonuevo,2673.0328199999976,"0,01%"
Sucre,San Marcos,2616.161380000001,"0,01%"
Valle Del Cauca,San Pedro,2590.742840000001,"0,01%"
Tolima,Piedras,2506.2708800000005,"0,01%"
Cundinamarca,Cucunuba,2469.2345900000005,"0,01%"
Sucre,Since,2385.136229999996,"0,01%"
Huila,Garzon,2377.2460600000004,"0,01%"
Tolima,Chaparral,2329.49773,"0,01%"
Norte De Santander,Toledo,2294.84482,"0,01%"
La Guajira,Dibulla,2289.648029999999,"0,01%"
Santander,Puerto Parra,2254.7704299999996,"0,01%"
Tolima,Ambalema,2246.370739999999,"0,01%"
Córdoba,Pto. Libertador,2233.013189999999,"0,01%"
Cesar,Bosconia,2226.420909999998,"0,01%"
Cundinamarca,Une,2226.097880000001,"0,01%"
Cundinamarca,Quetame,2182.9775999999997,"0,01%"
Cundinamarca,Bojaca,2181.7764899999993,"0,01%"
Magdalena,Puebloviejo,2173.2174800000003,"0,01%"
Meta,Guamal,2141.4130800000003,"0,01%"
Santander,San Gil,2140.842270000002,"0,01%"
Chocó,Quibdo,2110.057609999999,"0,01%"
La Guajira,Albania,2082.5451000000007,"0,01%"
Antioquia,Maceo,2029.070170000001,"0,01%"
Cauca,Miranda,2022.260119999999,"0,01%"
Cundinamarca,Tausa,2019.1183699999995,"0,01%"
Magdalena,Pivijay,1984.083299999999,"0,01%"
Antioquia,San Jeronimo,1979.7622000000015,"0,01%"
Risaralda,La Virginia,1977.785320000003,"0,01%"
Norte De Santander,Sardinata,1912.2990900000002,"0,01%"
Quindío,Quimbaya,1881.1231799999998,"0,01%"
Cundinamarca,Ubate,1824.8302400000005,"0,01%"
Meta,Restrepo,1817.9337799999994,"0,01%"
Sucre,Sampues,1814.1593600000012,"0,01%"
Nariño,Guachucal,1811.9855900000011,"0,01%"
Tolima,Honda,1806.42311,"0,01%"
Atlántico,Manati,1749.71513,"0,01%"
Arauca,Saravena,1743.1678500000007,"0,01%"
Antioquia,Angelopolis,1742.6442000000015,"0,01%"
Valle Del Cauca,La Victoria,1698.5828999999999,"0,01%"
Arauca,Tame,1677.5660400000017,"0,01%"
Cundinamarca,Guayabetal,1675.00408,"0,01%"
Cundinamarca,Subachoque,1636.32253,"0,01%"
Bolívar,Mompos,1612.6530000000037,"0,01%"
La Guajira,Fonseca,1594.6397300000003,"0,01%"
Santander,San Vicentede Ch.,1573.9462999999992,"0,01%"
Tolima,Saldana,1545.0742299999995,"0,01%"
Cesar,Chiriguana,1541.526600000001,"0,01%"
La Guajira,Barrancas,1505.0080800000007,"0,01%"
Putumayo,Puerto Asis,1467.2785800000004,"0,01%"
Cundinamarca,Simijaca,1466.4122300000001,"0,01%"
Bogotá. D.C.,Suba,1465.4787000000006,"0,01%"
Sucre,San Onofre,1457.1665299999995,"0,01%"
Cundinamarca,Sutatausa,1412.5646799999993,"0,01%"
Boyacá,Moniquira,1376.7443700000003,"0,01%"
Valle Del Cauca,Riofrio,1355.5905499999994,"0,01%"
Tolima,Lerida,1334.410640000001,"0,01%"
Huila,Altamira,1332.6594500000006,"0,01%"
Antioquia,Santafé De Antioquia,1313.5705600000003,"0,01%"
Boyacá,Sotaquira,1307.7584200000008,"0,01%"
Casanare,Orocue,1296.8918299999998,"0,01%"
Norte De Santander,El Tarra,1225.6882400000002,"0,00%"
Boyacá,Raquira,1221.1015000000018,"0,00%"
Nariño,Tuquerres,1204.931759999999,"0,00%"
Valle Del Cauca,Obando,1202.7916299999993,"0,00%"
Meta,Castilla Lanueva,1198.2094699999998,"0,00%"
Antioquia,Urrao,1190.08937,"0,00%"
Magdalena,El Banco,1170.73139,"0,00%"
Boyacá,Pesca,1164.9487600000004,"0,00%"
Norte De Santander,Pamplona,1163.1908199999996,"0,00%"
Atlántico,Santo Tomas,1138.5776200000007,"0,00%"
Atlántico,Palmar Devarela,1134.446660000001,"0,00%"
Boyacá,Pachavita,1132.7384900000009,"0,00%"
Huila,Tesalia,1088.3051600000003,"0,00%"
Antioquia,Guadalupe,1075.04056,"0,00%"
Antioquia,Santuario,1068.66554,"0,00%"
Córdoba,Tierralta,1058.2695599999984,"0,00%"
Córdoba,Ayapel,1047.892440000002,"0,00%"
Córdoba,Momil,1034.5590099999997,"0,00%"
Bogotá. D.C.,Bosa,1029.7602799999995,"0,00%"
Bolívar,Calamar,1028.4190799999992,"0,00%"
Cesar,Becerril,1005.9059399999996,"0,00%"
Bolívar,Cantagallo,995.1612000000001,"0,00%"
Boyacá,Soraca,989.9926700000005,"0,00%"
La Guajira,Uribia,981.8669999999998,"0,00%"
Valle Del Cauca,La Cumbre,951.8586700000023,"0,00%"
Sucre,Galeras,946.9909199999997,"0,00%"
Boyacá,Villa Deleyva,913.9549100000025,"0,00%"
Córdoba,San Pelayo,910.1002800000003,"0,00%"
Córdoba,S.Andres Sotav.,906.9539999999979,"0,00%"
La Guajira,Manaure,900.2742000000003,"0,00%"
Bolívar,San Juan Nepomuc.,895.8427799999996,"0,00%"
Cesar,Robles (La Paz),891.0994500000025,"0,00%"
Boyacá,Ventaquemada,888.8387799999998,"0,00%"
Cundinamarca,Caqueza,875.9956300000001,"0,00%"
Meta,Fuente Deoro,873.3174000000029,"0,00%"
Valle Del Cauca,Caicedonia,869.4281200000007,"0,00%"
Cesar,Chimichagua,864.1476000000009,"0,00%"
Cundinamarca,Gacheta,854.9352300000002,"0,00%"
Valle Del Cauca,Calima (Darien),849.7990799999994,"0,00%"
Cundinamarca,Zipacon,824.3583299999999,"0,00%"
Córdoba,San Bernardovto.,824.2281599999982,"0,00%"
Santander,Los Santos,819.6580099999999,"0,00%"
Santander,Aratoca,818.23577,"0,00%"
Antioquia,Necocli,817.9749800000009,"0,00%"
Magdalena,Algarrobo,813.6693699999995,"0,00%"
Risaralda,Balboa,807.14986,"0,00%"
Caldas,Pensilvania,792.92147,"0,00%"
Santander,Guepsa,785.5971499999999,"0,00%"
Norte De Santander,Pamplonita,782.4989700000003,"0,00%"
Cundinamarca,Anapoima,776.9726499999999,"0,00%"
Caldas,Anserma,769.5332999999997,"0,00%"
Nariño,Samaniego,763.3540799999997,"0,00%"
Antioquia,Titiribi,751.40074,"0,00%"
Nariño,Cumbal,748.2866400000003,"0,00%"
Sucre,Sucre,733.4269100000002,"0,00%"
Sucre,Ovejas,716.2479599999983,"0,00%"
Valle Del Cauca,Bolivar,698.269900000001,"0,00%"
Boyacá,Santa Rosa De V.,689.5081299999993,"0,00%"
Cundinamarca,Ubala,678.9372799999994,"0,00%"
Meta,Cubarral,668.3234399999982,"0,00%"
Tolima,Libano,650.2977500000001,"0,00%"
Bogotá. D.C.,Usme,649.79527,"0,00%"
Valle Del Cauca,Vijes,646.66497,"0,00%"
Nariño,Chachagui,630.6453599999999,"0,00%"
Sucre,Palmito,625.449480000002,"0,00%"
Meta,Vista Hermosa,623.2705199999975,"0,00%"
La Guajira,Urumita,620.52828,"0,00%"
Huila,La Plata,617.3765500000001,"0,00%"
Boyacá,Garagoa,614.8149199999988,"0,00%"
Sucre,San Pedro,607.2169199999983,"0,00%"
Caldas,Neira,605.7235300000033,"0,00%"
Córdoba,Pueblo Nuevo,602.4700799999968,"0,00%"
Atlántico,Repelon,600.2851199999998,"0,00%"
Magdalena,Ariguani,595.9297199999995,"0,00%"
Antioquia,Taraza,587.3520000000003,"0,00%"
Nariño,La Cruz,584.8206000000002,"0,00%"
Bolívar,Cicuco,583.7949600000002,"0,00%"
Antioquia,Chigorodo,580.0337700000001,"0,00%"
Atlántico,Campo Dela Cruz,576.2244000000014,"0,00%"
Nariño,Sandona,575.3498399999991,"0,00%"
Tolima,Cajamarca,569.4383500000009,"0,00%"
La Guajira,Villanueva,561.7112400000005,"0,00%"
Risaralda,Belen Deumbria,553.4537799999989,"0,00%"
Nariño,La Union,552.9494399999984,"0,00%"
Huila,Gigante,546.8326800000002,"0,00%"
Sucre,San Benitoabad,544.1722800000011,"0,00%"
Nariño,Funes,539.2536599999997,"0,00%"
Nariño,Pupiales,532.2980000000005,"0,00%"
Boyacá,Firavitoba,524.3532299999997,"0,00%"
Bolívar,Cordoba,523.9406000000002,"0,00%"
Meta,Mesetas,514.9840800000011,"0,00%"
Córdoba,San Carlos,511.38096000000155,"0,00%"
Antioquia,Guatapé,504.1244700000021,"0,00%"
Meta,Puerto Lleras,502.1922000000021,"0,00%"
Santander,Cimitarra,496.80423999999965,"0,00%"
Cundinamarca,Fusagasuga,494.29011000000014,"0,00%"
Antioquia,Peñol,490.2485799999992,"0,00%"
Bolívar,San Martinde Loba,485.7506399999994,"0,00%"
Antioquia,La Pintada,471.79845000000006,"0,00%"
Tolima,Coello,462.2555300000002,"0,00%"
Boyacá,Ramiriqui,451.2565599999993,"0,00%"
Cesar,San Alberto,450.00944000000015,"0,00%"
Boyacá,Aquitania,447.6544999999995,"0,00%"
Antioquia,Frontino,446.3188799999997,"0,00%"
Cesar,Gamarra,432.5660499999998,"0,00%"
Boyacá,Soata,429.50835999999873,"0,00%"
Quindío,Circasia,427.5807599999995,"0,00%"
Bolívar,Margarita,424.80804000000023,"0,00%"
Bolívar,Talaigua Nuevo,423.36516000000023,"0,00%"
Tolima,Guamo,419.56839,"0,00%"
Bolívar,San Jacinto,415.5877199999991,"0,00%"
Córdoba,Cotorra,415.50263999999976,"0,00%"
Boyacá,Santana,414.05189000000024,"0,00%"
Boyacá,Guateque,414.0018800000009,"0,00%"
Antioquia,San Luis,410.77808999999996,"0,00%"
Atlántico,Candelaria,398.0835600000003,"0,00%"
Córdoba,La Apartada,396.3321599999993,"0,00%"
La Guajira,Distraccion,394.32732,"0,00%"
Valle Del Cauca,El Dovio,393.4627399999991,"0,00%"
Cundinamarca,Quebradanegra,388.88191999999987,"0,00%"
Córdoba,Purisima,388.1186400000001,"0,00%"
Antioquia,Yolombo,380.92632999999995,"0,00%"
Boyacá,Belen,378.8364900000007,"0,00%"
Tolima,Santa Isabel,378.56264999999985,"0,00%"
Bolívar,Barranco Deloba,372.77603999999957,"0,00%"
Córdoba,Canalete,372.6081599999993,"0,00%"
Boyacá,Otanche,368.2949799999985,"0,00%"
Nariño,Buesaco,368.2687200000002,"0,00%"
Antioquia,Arboletes,363.40464999999995,"0,00%"
Nariño,Puerres,362.7352799999999,"0,00%"
Sucre,S.Juan Betulia,359.7274799999995,"0,00%"
Nariño,Policarpa,358.5516000000002,"0,00%"
Sucre,Coloso,356.4175200000003,"0,00%"
Nariño,El Tablon,354.25248000000005,"0,00%"
Córdoba,Monitos,353.1160799999992,"0,00%"
Magdalena,Salamina,347.65704000000005,"0,00%"
Boyacá,Combita,346.40929000000136,"0,00%"
Meta,San Juande Arama,343.4622000000003,"0,00%"
Nariño,San Pedro De Cartago,341.5468799999999,"0,00%"
Nariño,Taminango,337.4186399999995,"0,00%"
Atlántico,Usiacuri,336.5730000000002,"0,00%"
Nariño,Imues,334.0643999999997,"0,00%"
Meta,Uribe,333.64692000000036,"0,00%"
Córdoba,Chima,331.9696799999996,"0,00%"
Nariño,San Lorenzo,330.9726,"0,00%"
Caldas,Salamina,330.89610999999974,"0,00%"
Bolívar,Hatillo De Loba,329.97408,"0,00%"
Antioquia,Abejorral,328.44858999999985,"0,00%"
Atlántico,Suan,324.19583999999963,"0,00%"
Nariño,Cuaspud,319.1806800000003,"0,00%"
Nariño,Linares,317.5918799999996,"0,00%"
Antioquia,Amalfi,316.90190000000024,"0,00%"
Antioquia,Gomez Plata,313.89374,"0,00%"
Nariño,Guaitarilla,313.77756000000016,"0,00%"
Atlántico,Santa Lucia,312.08376000000027,"0,00%"
Caldas,Palestina,311.3428200000003,"0,00%"
Bolívar,San Estanislao,307.81607999999886,"0,00%"
Boyacá,Arcabuco,301.17316999999923,"0,00%"
Meta,Cabuyaro,296.36076000000037,"0,00%"
Boyacá,Sutamarchan,293.33248999999984,"0,00%"
La Guajira,El Molino,292.48272000000003,"0,00%"
Bolívar,Clemencia,290.6691600000002,"0,00%"
Boyacá,Socha,289.50510000000014,"0,00%"
Bolívar,Villanueva,288.6557999999998,"0,00%"
Cesar,Curumani,281.8270699999999,"0,00%"
Antioquia,San Pedrouraba,281.00867,"0,00%"
Cesar,Manaure B.Cesar,278.9972400000004,"0,00%"
Bolívar,Turbana,277.81595999999973,"0,00%"
Nariño,Consaca,272.0396400000001,"0,00%"
Nariño,Leiva,264.7284000000002,"0,00%"
Boyacá,Mongui,262.5810999999996,"0,00%"
Boyacá,Toca,261.90370000000087,"0,00%"
Nariño,Ricaurte,257.8885199999995,"0,00%"
Magdalena,Santa Ana,256.98981999999995,"0,00%"
Meta,El Castillo,253.34195999999898,"0,00%"
Córdoba,Los Cordobas,253.10256000000015,"0,00%"
Boyacá,Tasco,246.71472999999926,"0,00%"
Bolívar,Altos Del Rosario,238.6205999999999,"0,00%"
Magdalena,Nueva Granada,238.50948,"0,00%"
Nariño,El Tambo,236.33855999999986,"0,00%"
Boyacá,Tibana,234.54203000000138,"0,00%"
Nariño,Gualmatan,233.2507199999999,"0,00%"
Boyacá,Mongua,230.27952999999982,"0,00%"
Meta,Lejanias,230.2191599999999,"0,00%"
Nariño,El Penol,222.3664799999999,"0,00%"
Boyacá,Sachica,219.93780999999885,"0,00%"
Nariño,La Florida,214.60296,"0,00%"
Nariño,Belen,212.19395999999995,"0,00%"
Nariño,Nariño,211.47096000000008,"0,00%"
Nariño,Yacuanquer,210.37968000000032,"0,00%"
Bolívar,Santa Rosade Lima,208.26623999999987,"0,00%"
Nariño,Aldana,208.20444000000032,"0,00%"
Boyacá,Turmeque,206.77287000000013,"0,00%"
Nariño,Mallama,197.90411999999998,"0,00%"
Nariño,Tangua,193.30343999999994,"0,00%"
Nariño,Potosi,187.56,"0,00%"
Boyacá,Chita,187.3877199999998,"0,00%"
Boyacá,Boavita,182.9250400000006,"0,00%"
Nariño,Colon,182.38416,"0,00%"
Nariño,Barbacoas,182.30076,"0,00%"
Boyacá,El Cocuy,181.8738400000008,"0,00%"
Nariño,Cumbitara,181.4787599999999,"0,00%"
Nariño,El Rosario,181.47875999999988,"0,00%"
Sucre,Chalan,180.5442,"0,00%"
Nariño,Sapuyes,178.57355999999984,"0,00%"
Boyacá,Cerinza,177.44524999999965,"0,00%"
Nariño,San Pablo,175.42944000000003,"0,00%"
