Departamento,Municipio,Demanda Real [MWh],Participación [%]
Casanare,Monterrey,172.2338200000001,"0,00%"
Nariño,Iles,170.99592000000007,"0,00%"
Boyacá,Corrales,169.04526000000016,"0,00%"
Valle Del Cauca,Trujillo,164.8626500000001,"0,00%"
Nariño,Ancuya,162.71292,"0,00%"
Boyacá,Topaga,160.16935,"0,00%"
Boyacá,Cucaita,156.95133999999916,"0,00%"
Putumayo,Valle Del Guamuez,153.49034999999995,"0,00%"
Nariño,Arboleda,152.71295999999973,"0,00%"
Boyacá,S.Luis De Gaceno,151.96952000000078,"0,00%"
Boyacá,Viracacha,148.41921000000002,"0,00%"
Boyacá,Tipacoque,145.18196000000003,"0,00%"
Boyacá,Saboya,144.99501,"0,00%"
Boyacá,Guacamayas,143.9822099999999,"0,00%"
Boyacá,Iza,143.02029999999996,"0,00%"
Boyacá,Sutatenza,142.08478999999957,"0,00%"
Boyacá,Somondoco,139.07912000000047,"0,00%"
Boyacá,Boyaca,139.02956000000012,"0,00%"
Boyacá,Guican,138.59085999999988,"0,00%"
Boyacá,Pauna,136.5901199999998,"0,00%"
Nariño,Los Andes,136.11288000000008,"0,00%"
Nariño,La Llanada,136.11288000000005,"0,00%"
Nariño,Contadero,135.6092400000001,"0,00%"
Nariño,Santacruz,134.34035999999998,"0,00%"
Boyacá,Siachoque,133.32932999999946,"0,00%"
Boyacá,S.Jose De Pare,131.8301899999998,"0,00%"
Nariño,San Bernardo,131.07948000000002,"0,00%"
Boyacá,Macanal,126.5609900000004,"0,00%"
Boyacá,San Mateo,123.72611999999992,"0,00%"
Boyacá,El Espino,121.82148000000015,"0,00%"
Valle Del Cauca,Ulloa,118.94801000000047,"0,00%"
Boyacá,Chiscas,117.47988000000007,"0,00%"
Boyacá,Cubara,117.46561000000004,"0,00%"
Boyacá,Tinjaca,117.25319999999994,"0,00%"
Boyacá,Cienega,117.04919999999987,"0,00%"
Boyacá,Jerico,113.91205000000006,"0,00%"
Boyacá,Chinavita,107.96196999999995,"0,00%"
Boyacá,Chitaraque,107.04481000000007,"0,00%"
Boyacá,Chiquiza,104.7369699999997,"0,00%"
Boyacá,Cuitiva,103.02975000000006,"0,00%"
Córdoba,San José De Uré,101.72796,"0,00%"
Boyacá,Quipama,100.80805000000029,"0,00%"
Boyacá,Togui,100.59673999999987,"0,00%"
Nariño,Cordoba,100.19039999999993,"0,00%"
Boyacá,Labranzagrande,100.00682999999998,"0,00%"
Boyacá,Oicata,97.63284999999999,"0,00%"
Nariño,Alban,97.41167999999996,"0,00%"
Boyacá,Santa Sofia,96.49455000000002,"0,00%"
Boyacá,Tota,94.61775999999983,"0,00%"
Boyacá,Paez,94.39504,"0,00%"
Boyacá,Sora,88.62879000000002,"0,00%"
Boyacá,Panqueba,87.14597000000005,"0,00%"
Huila,Pital,86.16378,"0,00%"
Nariño,Ospina,85.06751999999999,"0,00%"
Boyacá,Umbita,85.00683999999998,"0,00%"
Nariño,Providencia,84.31020000000001,"0,00%"
Boyacá,Gameza,83.16831999999991,"0,00%"
Boyacá,Zetaquira,76.67260000000014,"0,00%"
Boyacá,Caldas,72.83945000000011,"0,00%"
Boyacá,Tenza,67.19697000000009,"0,00%"
Boyacá,Almeida,62.41194999999999,"0,00%"
Boyacá,Buenavista,59.101870000000005,"0,00%"
Boyacá,Coper,55.53499999999983,"0,00%"
Boyacá,Briceno,50.331560000000025,"0,00%"
Santander,Pinchote,49.42430000000002,"0,00%"
Boyacá,San Eduardo,49.19395,"0,00%"
Boyacá,Berbeo,48.438550000000006,"0,00%"
Boyacá,La Capilla,48.21176999999997,"0,00%"
Putumayo,Orito,47.19895,"0,00%"
Boyacá,Rondon,39.99887,"0,00%"
Valle Del Cauca,Sevilla,33.94421999999998,"0,00%"
Boyacá,Gachantiva,32.76815,"0,00%"
Huila,Baraya,3.5080700000000005,"0,00%"
Antioquia,Santa Barbara,2.552540000000001,"0,00%"
