Departamento,Municipio,Demanda Real [MWh],Participación [%]
Nariño,La Llanada,136.44624,"0,00%"
Nariño,Los Andes,136.44624,"0,00%"
Nariño,Contadero,135.49427999999997,"0,00%"
Boyacá,Oicata,135.18233000000004,"0,00%"
Nariño,San Bernardo,131.42088,"0,00%"
Boyacá,S.Luis De Gaceno,131.11147,"0,00%"
Boyacá,Siachoque,130.88788000000002,"0,00%"
Sucre,Chalan,129.30120000000002,"0,00%"
Boyacá,S.Jose De Pare,128.99557000000004,"0,00%"
Huila,Pital,127.58697999999994,"0,00%"
Boyacá,Chinavita,126.78822000000014,"0,00%"
Boyacá,Somondoco,126.01929000000008,"0,00%"
Boyacá,San Mateo,122.51779,"0,00%"
Boyacá,Tinjaca,120.50163999999992,"0,00%"
Boyacá,Jerico,119.77738000000001,"0,00%"
Boyacá,Sutatenza,119.52091999999996,"0,00%"
Boyacá,Cucaita,119.04820000000001,"0,00%"
Nariño,Ospina,118.85891999999988,"0,00%"
Boyacá,Gachantiva,118.3109499999999,"0,00%"
Valle Del Cauca,Ulloa,117.8095800000004,"0,00%"
Boyacá,Chiscas,115.90505999999995,"0,00%"
Boyacá,Cienega,115.50292000000023,"0,00%"
Boyacá,Chiquiza,113.24659999999993,"0,00%"
Norte De Santander,Pamplonita,112.92908999999997,"0,00%"
Boyacá,El Espino,111.41339999999988,"0,00%"
Boyacá,Quipama,106.98518999999989,"0,00%"
Boyacá,Chitaraque,104.79806000000002,"0,00%"
Boyacá,Tenza,101.04686999999993,"0,00%"
Boyacá,Macanal,100.36147,"0,00%"
Boyacá,Cuitiva,99.82135000000005,"0,00%"
Antioquia,Arboletes,96.75867999999997,"0,00%"
Boyacá,Paez,96.21245999999996,"0,00%"
Boyacá,Gameza,93.80751000000002,"0,00%"
Boyacá,Santa Sofia,93.58067000000014,"0,00%"
Boyacá,Zetaquira,93.188,"0,00%"
Boyacá,Buenavista,92.09626999999995,"0,00%"
Boyacá,Sora,89.82811000000001,"0,00%"
La Guajira,Distraccion,88.68384000000002,"0,00%"
Bolívar,Altos Del Rosario,83.75544,"0,00%"
Boyacá,Umbita,83.28743,"0,00%"
Córdoba,San José De Uré,82.13111999999998,"0,00%"
Boyacá,Panqueba,79.21523999999998,"0,00%"
Boyacá,Tota,77.51948999999999,"0,00%"
Boyacá,Labranzagrande,75.25073,"0,00%"
Valle Del Cauca,Sevilla,75.16744999999996,"0,00%"
Nariño,Magui,74.34060000000002,"0,00%"
Boyacá,Caldas,71.01775999999997,"0,00%"
Boyacá,La Capilla,70.06156999999999,"0,00%"
Putumayo,Valle Del Guamuez,67.66364999999998,"0,00%"
La Guajira,El Molino,65.77512,"0,00%"
Boyacá,Cubara,59.930139999999994,"0,00%"
Boyacá,Berbeo,59.14722999999999,"0,00%"
Boyacá,San Eduardo,58.567260000000005,"0,00%"
Boyacá,Almeida,56.8724,"0,00%"
Boyacá,Briceno,55.315979999999996,"0,00%"
Casanare,Monterrey,54.69223999999999,"0,00%"
Boyacá,Coper,50.087799999999994,"0,00%"
Santander,Pinchote,33.334660000000014,"0,00%"
Boyacá,Rondon,24.69589,"0,00%"
Antioquia,Santa Barbara,2.34302,"0,00%"
