Departamento,Municipio,Demanda Real [MWh],Participación [%]
Huila,Aipe,86098.29248000003,"0,42%"
Atlántico,Galapa,85895.63423000004,"0,41%"
Córdoba,Monteria,84577.41905999997,"0,41%"
Atlántico,Soledad,80763.26645999994,"0,39%"
Antioquia,Pto Nare,79365.62967000002,"0,38%"
Cundinamarca,Mosquera,76827.55930000002,"0,37%"
Santander,Giron,76457.99016999999,"0,37%"
Cesar,Valledupar,74604.06373999995,"0,36%"
Cundinamarca,Sibate,74554.25432,"0,36%"
Antioquia,Sonson,73340.37839999994,"0,35%"
Antioquia,Guarne,70145.81467000004,"0,34%"
Antioquia,La Estrella,69560.89788000002,"0,34%"
Risaralda,Dos Quebradas,68127.01728000003,"0,33%"
Cauca,Puerto Tejada,66167.92108999997,"0,32%"
Sucre,Sincelejo,63941.84524000002,"0,31%"
Santander,Floridablanca,63453.040430000015,"0,31%"
Cauca,Santander De Quilichao,62814.03975000001,"0,30%"
Valle Del Cauca,Buenaventura,61226.614619999986,"0,30%"
Cundinamarca,Gachancipa,60614.669069999974,"0,29%"
Cundinamarca,Sopo,59605.43932000003,"0,29%"
Valle Del Cauca,Tulua,59513.355999999985,"0,29%"
Antioquia,Sabaneta,59114.24004000002,"0,29%"
Tolima,Carmen Deapicala,56096.79021000004,"0,27%"
Antioquia,Puerto Berrio,55258.413860000044,"0,27%"
Antioquia,Buritica,53372.35731000001,"0,26%"
Cesar,La Gloria,52112.936510000014,"0,25%"
Cauca,Popayan,47715.930259999994,"0,23%"
Cundinamarca,La Calera,47424.78651999999,"0,23%"
Casanare,Yopal,45725.78242999997,"0,22%"
Santander,Piedecuesta,44525.334289999984,"0,21%"
Valle Del Cauca,Cartago,44486.57361,"0,21%"
Casanare,Tauramena,44299.4928,"0,21%"
Cauca,Villa Rica,43862.27445999999,"0,21%"
Sucre,Tolu,41688.46851000002,"0,20%"
Tolima,Espinal,40751.86713999996,"0,20%"
Antioquia,Retiro,39984.267169999985,"0,19%"
Cundinamarca,Suesca,38785.7572,"0,19%"
Cundinamarca,Chia,38558.02551999997,"0,19%"
Cauca,Caloto,38227.46694000002,"0,18%"
Antioquia,Copacabana,37587.86456999998,"0,18%"
Valle Del Cauca,Bugalagrande,37200.60176,"0,18%"
Antioquia,Segovia,37043.18123999998,"0,18%"
Cundinamarca,Sesquile,36783.29992999999,"0,18%"
Cundinamarca,Tenjo,35914.99854000003,"0,17%"
Antioquia,Marinilla,35032.85628000001,"0,17%"
Antioquia,Toledo,32597.25533000001,"0,16%"
Quindío,Armenia,32344.48796000005,"0,16%"
Antioquia,Caldas,32112.35043999999,"0,15%"
Cundinamarca,Puerto Salgar,31866.66010999999,"0,15%"
Córdoba,Cienaga De Oro,31752.211929999998,"0,15%"
Nariño,Pasto,31287.062410000002,"0,15%"
Caldas,Marmato,30548.441590000017,"0,15%"
Atlántico,Puerto Colombia,29709.097389999988,"0,14%"
Cundinamarca,Girardot,28893.979709999978,"0,14%"
Valle Del Cauca,Ginebra,27211.19335000002,"0,13%"
Norte De Santander,Tibu,27172.870619999987,"0,13%"
Antioquia,San Pedro,26018.519069999995,"0,13%"
Santander,Puerto Wilches,25600.479290000017,"0,12%"
Sucre,Covenas,23823.21465000001,"0,11%"
Cesar,El Paso,23739.267439999996,"0,11%"
Cundinamarca,Zipaquira,23317.359039999992,"0,11%"
Huila,Yaguara,23248.280369999993,"0,11%"
Cesar,El Copey,23187.29152000001,"0,11%"
Antioquia,Amaga,23161.33458000001,"0,11%"
Huila,Rivera,23105.143660000012,"0,11%"
Valle Del Cauca,Jamundi,22934.26503,"0,11%"
Antioquia,Yarumal,22557.755650000017,"0,11%"
Huila,Palermo,21437.79829,"0,10%"
Meta,Puerto Lopez,20245.994689999967,"0,10%"
Cesar,L.Jagua Ibirico,20140.658460000002,"0,10%"
Cundinamarca,El Rosal,19663.671749999998,"0,09%"
Putumayo,Mocoa,19444.159870000007,"0,09%"
Córdoba,Cerete,19340.73258000002,"0,09%"
Cesar,San Martin,18540.85403,"0,09%"
Boyacá,Duitama,17874.436699999995,"0,09%"
Antioquia,Apartado,17858.087409999996,"0,09%"
Atlántico,Sabanalarga,17362.482330000003,"0,08%"
Antioquia,La Ceja,17237.772799999995,"0,08%"
Cesar,Agustin Codazzi,16926.48294000001,"0,08%"
Boyacá,Tunja,16864.238270000005,"0,08%"
Tolima,Mariquita,16473.03434,"0,08%"
Chocó,El Carmen,16449.216589999993,"0,08%"
Cundinamarca,Guacheta,16433.15412000001,"0,08%"
Boyacá,Tibasosa,16137.531080000008,"0,08%"
Atlántico,Sabanagrande,16023.384609999988,"0,08%"
Tolima,Melgar,15122.706130000011,"0,07%"
Santander,Rionegro,15110.430589999996,"0,07%"
Cundinamarca,Guaduas,14348.063840000004,"0,07%"
Cundinamarca,Ricaurte,14120.867890000005,"0,07%"
Córdoba,Planeta Rica,13756.697539999996,"0,07%"
Boyacá,Samaca,13738.988269999989,"0,07%"
Antioquia,Caucasia,13065.079980000002,"0,06%"
Bolívar,Magangue,12702.79388,"0,06%"
Cundinamarca,Villeta,12626.747740000006,"0,06%"
Valle Del Cauca,Florida,12413.016590000005,"0,06%"
Antioquia,Santa Rosade Osos,12003.267380000003,"0,06%"
Antioquia,Cocorna,11925.722139999998,"0,06%"
Nariño,Tumaco,11790.255920000016,"0,06%"
Antioquia,Santo Domingo,11783.159340000006,"0,06%"
Antioquia,Carepa,11157.500200000004,"0,05%"
Sucre,Corozal,11035.632440000001,"0,05%"
Antioquia,Cisneros,10465.01203,"0,05%"
Meta,San Carlosguaroa,10455.515859999998,"0,05%"
Meta,Acacias,10271.399850000005,"0,05%"
Antioquia,Puerto Triunfo,10199.559179999993,"0,05%"
Santander,Lebrija,10112.544579999989,"0,05%"
Santander,Bolivar,9934.141950000001,"0,05%"
Valle Del Cauca,Zarzal,9922.135429999993,"0,05%"
Casanare,Aguazul,9672.302909999997,"0,05%"
Sucre,Toluviejo,9496.861680000009,"0,05%"
Valle Del Cauca,El Cerrito,9415.672909999992,"0,05%"
Valle Del Cauca,Yotoco,8810.440180000007,"0,04%"
Bolívar,Arjona,8503.70702,"0,04%"
Antioquia,Entrerrios,8500.965670000003,"0,04%"
Meta,Granada,8370.177909999995,"0,04%"
Boyacá,Muzo,8031.255330000002,"0,04%"
Bolívar,Cantagallo,7959.01868,"0,04%"
Boyacá,Paz Derio,7713.915770000001,"0,04%"
Huila,Hobo,7596.728330000001,"0,04%"
Casanare,Pore,7564.685429999998,"0,04%"
Meta,Cumaral,7549.719239999994,"0,04%"
Quindío,La Tebaida,7510.6447100000005,"0,04%"
Caldas,La Dorada,7428.254290000004,"0,04%"
Cesar,Aguachica,7241.396090000004,"0,03%"
Antioquia,Carmen De Viboral,7122.797240000001,"0,03%"
Valle Del Cauca,Dagua,6656.42876,"0,03%"
Quindío,Calarca,6472.4187,"0,03%"
Valle Del Cauca,Andalucia,6447.07985999999,"0,03%"
Caldas,Villamaria,6263.164140000001,"0,03%"
Casanare,Villanueva,6218.964569999998,"0,03%"
Atlántico,Ponedera,6167.26961,"0,03%"
Risaralda,Santa Rosade Cabal,5978.50913,"0,03%"
Norte De Santander,Los Patios,5921.5144,"0,03%"
Tolima,Venadillo,5854.097099999998,"0,03%"
Magdalena,El Reten,5853.8399599999975,"0,03%"
Cundinamarca,Nilo,5786.401059999998,"0,03%"
Tolima,Lerida,5743.032730000002,"0,03%"
Córdoba,Sahagun,5710.755030000001,"0,03%"
Magdalena,Fundacion,5674.759329999994,"0,03%"
Valle Del Cauca,Guacari,5670.231569999997,"0,03%"
Valle Del Cauca,Roldanillo,5645.1371999999965,"0,03%"
Atlántico,Tubara,5547.350439999997,"0,03%"
Antioquia,Turbo,5511.5026,"0,03%"
Magdalena,Aracataca,5444.373950000005,"0,03%"
Tolima,Ortega,5412.033350000004,"0,03%"
Tolima,Alvarado,5401.3993699999955,"0,03%"
Valle Del Cauca,Pradera,5362.318200000001,"0,03%"
Huila,Pitalito,5350.3813199999995,"0,03%"
Tolima,Purificacion,5276.347609999998,"0,03%"
Santander,Sabana Detorres,5253.134199999998,"0,03%"
Bolívar,Turbaco,5097.472580000002,"0,02%"
Boyacá,Chiquinquira,5038.656489999997,"0,02%"
Antioquia,Don Matias,4906.690629999997,"0,02%"
Cundinamarca,Tabio,4891.404260000001,"0,02%"
Norte De Santander,Villa Rosario,4756.789969999997,"0,02%"
Norte De Santander,Ocana,4716.443060000003,"0,02%"
Putumayo,Villagarzon,4671.191419999998,"0,02%"
Tolima,Armero,4556.33978,"0,02%"
Boyacá,Paipa,4526.539569999999,"0,02%"
Bogotá. D.C.,Fontibon,4495.516739999996,"0,02%"
Casanare,Mani,4492.159110000001,"0,02%"
Cundinamarca,Fuquene,4321.860219999999,"0,02%"
Boyacá,Maripi,4310.15825,"0,02%"
Meta,San Martin,4299.324179999998,"0,02%"
Huila,Campoalegre,4266.51621,"0,02%"
Atlántico,Baranoa,4162.069209999997,"0,02%"
Nariño,Ipiales,4159.624680000002,"0,02%"
Antioquia,La Union,3840.64145,"0,02%"
Cundinamarca,Lenguazaque,3822.2733999999973,"0,02%"
Boyacá,Miraflores,3736.3577499999997,"0,02%"
Tolima,Flandes,3545.20725,"0,02%"
Caquetá,Solano,3540.132449999997,"0,02%"
Valle Del Cauca,La Union,3495.5940199999986,"0,02%"
Caquetá,Florencia,3488.027469999999,"0,02%"
Caldas,Supia,3485.913920000002,"0,02%"
Tolima,Fresno,3446.071550000001,"0,02%"
Tolima,Herveo,3370.3729000000003,"0,02%"
Norte De Santander,El Zulia,3216.0701000000004,"0,02%"
Antioquia,El Bagre,3116.2520700000014,"0,02%"
Córdoba,Chinu,3111.5130300000005,"0,02%"
Cundinamarca,Quetame,2936.859160000003,"0,01%"
Magdalena,Sitionuevo,2774.6089500000007,"0,01%"
Meta,Puerto Rico,2765.0735499999996,"0,01%"
Córdoba,Lorica,2759.8015900000028,"0,01%"
Cesar,Robles (La Paz),2719.068469999998,"0,01%"
Cundinamarca,Sasaima,2600.931900000002,"0,01%"
Tolima,Piedras,2572.024350000003,"0,01%"
Cundinamarca,Nemocon,2531.53436,"0,01%"
Tolima,Natagaima,2412.3862000000017,"0,01%"
Tolima,Chaparral,2399.3395499999992,"0,01%"
Risaralda,La Virginia,2398.094579999997,"0,01%"
Sucre,San Marcos,2388.8411100000003,"0,01%"
Valle Del Cauca,San Pedro,2378.135699999999,"0,01%"
Quindío,Montenegro,2365.423769999999,"0,01%"
Bolívar,Santa Catalina,2357.56927,"0,01%"
Norte De Santander,Toledo,2352.2154499999992,"0,01%"
La Guajira,Maicao,2264.2391700000007,"0,01%"
Sucre,Since,2233.3459200000007,"0,01%"
Tolima,Suarez,2216.683509999999,"0,01%"
Cundinamarca,Cucunuba,2211.470060000001,"0,01%"
La Guajira,San Juandel Cesar,2108.1748100000004,"0,01%"
Meta,Restrepo,2096.4048899999993,"0,01%"
Antioquia,Giraldo,2022.9538299999997,"0,01%"
Norte De Santander,Sardinata,2014.121640000001,"0,01%"
Huila,Villavieja,2001.2369099999985,"0,01%"
Antioquia,Angelopolis,1946.408910000001,"0,01%"
Cundinamarca,Bojaca,1935.44686,"0,01%"
Tolima,Honda,1925.232680000001,"0,01%"
Cundinamarca,Ubate,1888.8002099999992,"0,01%"
Tolima,Saldana,1868.3624900000002,"0,01%"
Casanare,Orocue,1860.5973799999974,"0,01%"
Magdalena,Puebloviejo,1826.54076,"0,01%"
Magdalena,Plato,1825.9778899999997,"0,01%"
Chocó,Quibdo,1825.2133299999998,"0,01%"
Santander,San Gil,1801.65235,"0,01%"
Antioquia,Santafé De Antioquia,1797.9849999999992,"0,01%"
Cesar,Bosconia,1795.4688800000015,"0,01%"
Caldas,Viterbo,1738.0498700000003,"0,01%"
Cundinamarca,Guayabetal,1723.1467399999995,"0,01%"
La Guajira,Dibulla,1713.833509999999,"0,01%"
Tolima,Ambalema,1688.1954799999994,"0,01%"
Huila,Garzon,1673.6367299999988,"0,01%"
Cundinamarca,Sutatausa,1649.8321499999988,"0,01%"
Antioquia,Canasgordas,1634.84325,"0,01%"
La Guajira,Albania,1631.1763499999997,"0,01%"
Nariño,Guachucal,1610.4571100000007,"0,01%"
Arauca,Saravena,1540.9671700000001,"0,01%"
Valle Del Cauca,Vijes,1521.4336899999998,"0,01%"
Antioquia,San Jeronimo,1502.1164700000015,"0,01%"
Arauca,Tame,1491.0318,"0,01%"
Magdalena,Pivijay,1478.4470999999999,"0,01%"
Valle Del Cauca,Riofrio,1447.4638100000006,"0,01%"
Atlántico,Manati,1436.1943300000003,"0,01%"
Atlántico,Polonuevo,1433.66466,"0,01%"
Cundinamarca,Une,1420.4509699999999,"0,01%"
Norte De Santander,El Tarra,1403.6578400000003,"0,01%"
Antioquia,Remedios,1383.2015700000009,"0,01%"
Sucre,San Onofre,1372.4903499999998,"0,01%"
Huila,Tesalia,1369.9260100000001,"0,01%"
Bogotá. D.C.,Suba,1346.9161400000005,"0,01%"
Huila,Tello,1339.9160100000004,"0,01%"
Meta,Guamal,1336.6806299999978,"0,01%"
Cesar,Chiriguana,1271.0740800000003,"0,01%"
Magdalena,El Banco,1265.537470000001,"0,01%"
Boyacá,Moniquira,1238.5802899999994,"0,01%"
Antioquia,Guadalupe,1232.1963099999998,"0,01%"
Córdoba,San Antero,1216.9353599999997,"0,01%"
Boyacá,Sotaquira,1211.0234,"0,01%"
Cundinamarca,Simijaca,1187.1254699999988,"0,01%"
Bolívar,Mompos,1186.19136,"0,01%"
Meta,Castilla Lanueva,1173.9885799999997,"0,01%"
Antioquia,Taraza,1169.7759499999986,"0,01%"
Atlántico,Luruaco,1164.9417300000005,"0,01%"
Córdoba,Pto. Libertador,1139.6672299999998,"0,01%"
Quindío,Quimbaya,1136.1759399999996,"0,01%"
Boyacá,Villa Deleyva,1130.4079499999978,"0,01%"
Cauca,Miranda,1125.6980700000008,"0,01%"
Bogotá. D.C.,Bosa,1125.5902099999992,"0,01%"
Santander,Guepsa,1110.1972100000005,"0,01%"
Nariño,Tuquerres,1089.3900000000008,"0,01%"
Boyacá,Pesca,1078.171739999999,"0,01%"
Boyacá,Socota,1043.4489399999995,"0,01%"
Antioquia,Urrao,1036.11562,"0,00%"
Valle Del Cauca,Obando,1034.0170200000002,"0,00%"
Caldas,Anserma,1019.18798,"0,00%"
Atlántico,Santo Tomas,1017.0424000000005,"0,00%"
Boyacá,Pachavita,997.9122200000008,"0,00%"
Huila,Altamira,970.0874800000003,"0,00%"
Atlántico,Palmar Devarela,968.6205900000001,"0,00%"
Caldas,Pensilvania,967.4260700000004,"0,00%"
Bolívar,Maria Labaja,956.4458400000001,"0,00%"
Sucre,Sampues,939.20292,"0,00%"
Cundinamarca,Caqueza,932.7886800000003,"0,00%"
Cundinamarca,Tausa,926.915400000001,"0,00%"
Nariño,Pupiales,924.9847200000007,"0,00%"
Valle Del Cauca,Caicedonia,897.0488399999996,"0,00%"
Antioquia,Santuario,895.34654,"0,00%"
Cesar,Becerril,894.29913,"0,00%"
Bolívar,Calamar,891.5228300000001,"0,00%"
Huila,Gigante,890.5680500000002,"0,00%"
Córdoba,Tierralta,878.6966399999999,"0,00%"
Cundinamarca,Guasca,874.6923900000004,"0,00%"
Boyacá,Santa Rosa De V.,863.9460999999999,"0,00%"
Córdoba,Ayapel,846.42624,"0,00%"
Meta,Fuente Deoro,844.0307999999998,"0,00%"
Cundinamarca,Zipacon,841.4973200000005,"0,00%"
Santander,Los Santos,840.32945,"0,00%"
Cundinamarca,Ubala,814.5373200000004,"0,00%"
Antioquia,Guatapé,811.7629900000017,"0,00%"
Caldas,San Jose,809.7136399999998,"0,00%"
Magdalena,Zona Bananera,801.2187900000002,"0,00%"
Cundinamarca,Gacheta,790.9103499999991,"0,00%"
Bolívar,San Juan Nepomuc.,775.5194300000003,"0,00%"
Antioquia,Maceo,761.9506599999999,"0,00%"
La Guajira,Uribia,753.9300000000002,"0,00%"
Sucre,Galeras,752.3781599999998,"0,00%"
Nariño,Cumbal,745.1354400000004,"0,00%"
Cundinamarca,Fusagasuga,743.4590900000004,"0,00%"
Atlántico,Repelon,731.5879200000002,"0,00%"
Córdoba,San Pelayo,711.4600800000001,"0,00%"
Valle Del Cauca,Bolivar,697.4948999999983,"0,00%"
Cesar,Chimichagua,695.79276,"0,00%"
La Guajira,Manaure,691.2568799999998,"0,00%"
Norte De Santander,Pamplona,674.8738799999995,"0,00%"
Antioquia,Andes,674.3616099999999,"0,00%"
Bolívar,Cordoba,662.8104099999996,"0,00%"
Boyacá,Ventaquemada,661.731759999999,"0,00%"
Antioquia,Peñol,660.8526300000007,"0,00%"
Bogotá. D.C.,Usme,655.3054699999997,"0,00%"
Meta,Cubarral,651.87804,"0,00%"
Caldas,Neira,646.9389199999995,"0,00%"
Antioquia,Titiribi,645.1304599999999,"0,00%"
Tolima,Libano,625.8331699999995,"0,00%"
Cesar,San Alberto,619.7520699999995,"0,00%"
Nariño,Sandona,618.4794000000023,"0,00%"
Boyacá,Garagoa,615.96576,"0,00%"
Valle Del Cauca,Calima (Darien),614.49273,"0,00%"
Magdalena,Algarrobo,610.2134699999997,"0,00%"
La Guajira,Fonseca,609.1097000000001,"0,00%"
Nariño,Funes,606.22319,"0,00%"
Meta,Vista Hermosa,596.9620799999999,"0,00%"
Bolívar,El Carmende Bolivar,586.9717599999998,"0,00%"
Nariño,La Cruz,586.1428800000004,"0,00%"
Cundinamarca,Anapoima,579.1348700000001,"0,00%"
Antioquia,Necocli,574.9357099999999,"0,00%"
Tolima,Cajamarca,567.5835499999998,"0,00%"
Nariño,Chachagui,551.1035200000007,"0,00%"
Atlántico,Campo Dela Cruz,550.5380400000001,"0,00%"
Risaralda,Belen Deumbria,537.3488100000009,"0,00%"
Córdoba,San Bernardovto.,536.62848,"0,00%"
Sucre,Sucre,535.1843900000003,"0,00%"
Boyacá,Firavitoba,534.4640600000004,"0,00%"
Sucre,Los Palmitos,528.4974,"0,00%"
Tolima,Guamo,521.9199500000005,"0,00%"
Córdoba,S.Andres Sotav.,498.7555199999999,"0,00%"
Boyacá,Ramiriqui,492.9697899999999,"0,00%"
Meta,Mesetas,492.90923999999995,"0,00%"
Santander,Aratoca,487.28896000000003,"0,00%"
Tolima,Coello,486.48828999999995,"0,00%"
Meta,Puerto Lleras,481.15056000000004,"0,00%"
Magdalena,Ariguani,472.0212,"0,00%"
Sucre,Ovejas,462.65328,"0,00%"
Boyacá,Aquitania,456.93569000000093,"0,00%"
La Guajira,Urumita,454.82796,"0,00%"
Caldas,Aguadas,454.7969300000004,"0,00%"
Antioquia,Yolombo,444.5287499999998,"0,00%"
Boyacá,Belen,441.36198000000024,"0,00%"
Nariño,Consaca,439.97051999999996,"0,00%"
Sucre,San Pedro,435.73752,"0,00%"
Boyacá,Santana,434.14213000000007,"0,00%"
Nariño,La Union,433.96559999999863,"0,00%"
Caldas,Salamina,423.37814999999966,"0,00%"
Valle Del Cauca,El Dovio,421.83357999999936,"0,00%"
Córdoba,Pueblo Nuevo,419.2603200000001,"0,00%"
Antioquia,Chigorodo,409.2955399999999,"0,00%"
Boyacá,Guateque,406.29828000000003,"0,00%"
Cundinamarca,Subachoque,392.7123700000001,"0,00%"
Boyacá,Soata,388.97549000000004,"0,00%"
Putumayo,Orito,386.01622000000003,"0,00%"
Nariño,Buesaco,370.8960000000006,"0,00%"
Antioquia,San Luis,370.74518000000006,"0,00%"
Antioquia,La Pintada,369.7428199999998,"0,00%"
Meta,San Juande Arama,362.85923999999994,"0,00%"
Atlántico,Santa Lucia,361.28135999999995,"0,00%"
Nariño,El Tablon,355.04015999999996,"0,00%"
Nariño,Puerres,347.05152000000015,"0,00%"
Antioquia,Abejorral,342.3420499999997,"0,00%"
Nariño,San Pedro De Cartago,342.25020000000035,"0,00%"
Nariño,Taminango,338.7715200000006,"0,00%"
La Guajira,Barrancas,338.47919999999993,"0,00%"
Atlántico,Suan,337.42116,"0,00%"
Bolívar,San Jacinto,335.7237600000001,"0,00%"
Cundinamarca,Quebradanegra,332.2997799999999,"0,00%"
Atlántico,Candelaria,327.73619999999994,"0,00%"
Tolima,Santa Isabel,326.8196699999998,"0,00%"
Nariño,San Pablo,321.9645600000001,"0,00%"
Nariño,Linares,318.3925200000002,"0,00%"
Nariño,Policarpa,318.3925200000002,"0,00%"
Nariño,San Lorenzo,307.70748000000054,"0,00%"
Nariño,Imues,303.56892000000005,"0,00%"
Quindío,Genova,302.7351599999998,"0,00%"
Sucre,Coloso,302.36652000000004,"0,00%"
Boyacá,Combita,302.35287000000017,"0,00%"
Antioquia,Amalfi,301.91694,"0,00%"
Boyacá,Sutamarchan,301.48714999999993,"0,00%"
Boyacá,Arcabuco,297.4958600000005,"0,00%"
Cesar,Gamarra,296.4396999999998,"0,00%"
Antioquia,San Pedrouraba,295.4071199999999,"0,00%"
Caldas,Palestina,294.4958800000001,"0,00%"
Antioquia,Gomez Plata,291.79382000000004,"0,00%"
Bolívar,Margarita,290.66256000000016,"0,00%"
Sucre,S.Juan Betulia,289.34495999999996,"0,00%"
Meta,Cabuyaro,283.9899600000001,"0,00%"
Atlántico,Usiacuri,279.41472,"0,00%"
Bolívar,Talaigua Nuevo,278.62848,"0,00%"
Nariño,Guaitarilla,275.67251999999974,"0,00%"
Meta,El Castillo,274.76129,"0,00%"
Magdalena,Salamina,269.9762400000001,"0,00%"
Boyacá,Socha,269.1912300000002,"0,00%"
Córdoba,Purisima,268.82772000000006,"0,00%"
Huila,Baraya,268.0068299999999,"0,00%"
Bolívar,San Martinde Loba,263.87136000000004,"0,00%"
Quindío,Circasia,261.21096,"0,00%"
Nariño,Ricaurte,258.52464000000003,"0,00%"
Córdoba,Monitos,255.85668000000027,"0,00%"
Boyacá,Toca,251.16869999999997,"0,00%"
Cesar,Curumani,248.94055999999998,"0,00%"
Córdoba,Chima,246.915,"0,00%"
Córdoba,La Apartada,246.33696000000003,"0,00%"
Bolívar,Barranco Deloba,244.51020000000003,"0,00%"
Córdoba,Cotorra,244.23912,"0,00%"
La Guajira,Villanueva,239.1439200000001,"0,00%"
Meta,Uribe,238.26599999999996,"0,00%"
Bolívar,San Estanislao,237.99504,"0,00%"
Boyacá,Mongua,237.29529999999954,"0,00%"
Bolívar,Cicuco,235.14768,"0,00%"
Bolívar,Clemencia,234.7956,"0,00%"
Boyacá,Tasco,234.76170000000056,"0,00%"
Boyacá,Tibana,232.05706000000055,"0,00%"
Boyacá,Otanche,231.64342999999997,"0,00%"
Magdalena,Santa Ana,231.59541999999982,"0,00%"
Nariño,Mallama,230.32752000000005,"0,00%"
Bolívar,Turbana,227.00820000000004,"0,00%"
Nariño,Ancuya,222.92567999999997,"0,00%"
Nariño,El Penol,222.86399999999995,"0,00%"
Valle Del Cauca,Trujillo,222.21185000000008,"0,00%"
Nariño,Providencia,221.6441999999999,"0,00%"
Meta,Lejanias,219.81875999999997,"0,00%"
Nariño,El Tambo,215.12904000000015,"0,00%"
Nariño,La Florida,213.9334800000001,"0,00%"
Boyacá,Mongui,213.67503,"0,00%"
Boyacá,Topaga,213.15347000000042,"0,00%"
Nariño,Belen,212.72976,"0,00%"
Boyacá,Raquira,212.05909000000005,"0,00%"
Nariño,Yacuanquer,210.8541600000001,"0,00%"
Bolívar,Hatillo De Loba,209.66820000000004,"0,00%"
Nariño,Aldana,208.69932000000003,"0,00%"
Boyacá,Cerinza,208.62160999999944,"0,00%"
Boyacá,Sachica,207.64606999999978,"0,00%"
Nariño,Cuaspud,202.09343999999996,"0,00%"
Boyacá,El Cocuy,201.99418999999995,"0,00%"
Nariño,Barbacoas,201.5982,"0,00%"
Boyacá,Boavita,196.4523499999998,"0,00%"
Magdalena,Nueva Granada,192.63384,"0,00%"
Boyacá,Turmeque,190.77366999999992,"0,00%"
Nariño,Potosi,188.00544,"0,00%"
Nariño,Nariño,186.91751999999963,"0,00%"
Nariño,Samaniego,184.43376000000012,"0,00%"
Córdoba,Momil,184.29240000000001,"0,00%"
Nariño,Colon,183.09804000000003,"0,00%"
Nariño,Gualmatan,181.94099999999986,"0,00%"
Nariño,El Rosario,181.93980000000008,"0,00%"
Nariño,Cumbitara,181.93980000000002,"0,00%"
Boyacá,Corrales,179.98429000000021,"0,00%"
Boyacá,Iza,179.34205,"0,00%"
Nariño,Alban,179.27424000000008,"0,00%"
Nariño,Cordoba,173.02872,"0,00%"
Nariño,Iles,171.28679999999997,"0,00%"
Bolívar,Santa Rosade Lima,168.2136,"0,00%"
Nariño,Sapuyes,167.68896,"0,00%"
Córdoba,Canalete,164.9196,"0,00%"
Nariño,Arboleda,153.06647999999996,"0,00%"
Atlántico,Piojo,150.72648000000004,"0,00%"
Boyacá,Chita,148.00047999999998,"0,00%"
Boyacá,Togui,146.3966000000001,"0,00%"
Cundinamarca,Choconta,144.9490499999998,"0,00%"
Boyacá,Viracacha,144.66717,"0,00%"
Boyacá,Pauna,144.50403,"0,00%"
Boyacá,Tipacoque,143.08528999999976,"0,00%"
Boyacá,Guican,137.71984999999995,"0,00%"
Boyacá,Guacamayas,137.53395000000006,"0,00%"
Boyacá,Saboya,136.63146999999992,"0,00%"
Boyacá,Boyaca,136.55978000000005,"0,00%"
Nariño,Santacruz,136.44624000000005,"0,00%"
