Departamento,Municipio,Demanda Real [MWh],Participación [%]
Antioquia,Buritica,143254.55271999992,"0,57%"
Antioquia,Pto Nare,135154.87494000007,"0,54%"
Antioquia,Girardota,134165.64922999998,"0,54%"
Cundinamarca,Cota,133588.35210000008,"0,53%"
Atlántico,Malambo,130004.36316999991,"0,52%"
Valle Del Cauca,Buga,128135.6307599999,"0,51%"
Antioquia,Bello,119993.81302,"0,48%"
Antioquia,Envigado,117829.98352000005,"0,47%"
Córdoba,Monteria,116565.79755000006,"0,47%"
Antioquia,Sonson,115619.15544000002,"0,46%"
Antioquia,Barbosa,115250.59454000003,"0,46%"
Atlántico,Galapa,108193.08463999994,"0,43%"
Cauca,Guachené,106207.33503000012,"0,42%"
Cundinamarca,Facatativa,103477.46508999998,"0,41%"
Huila,Aipe,100438.2723099999,"0,40%"
Cundinamarca,Mosquera,98678.30338999997,"0,39%"
Antioquia,Guarne,98293.70639000005,"0,39%"
Huila,Neiva,96290.39420000005,"0,38%"
Valle Del Cauca,Candelaria,90436.72267999996,"0,36%"
Santander,Giron,85204.79337000006,"0,34%"
Magdalena,Cienaga,85083.14917999995,"0,34%"
Sucre,Sincelejo,82828.51198000002,"0,33%"
Risaralda,Dos Quebradas,82291.69121000006,"0,33%"
Cesar,Valledupar,82208.52616999991,"0,33%"
Caldas,Chinchina,81101.42573,"0,32%"
Antioquia,La Estrella,77439.3923,"0,31%"
Cundinamarca,Sibate,77232.33368999997,"0,31%"
Santander,Floridablanca,69916.2093899999,"0,28%"
Cundinamarca,Sopo,69058.89170000001,"0,28%"
Cauca,Santander De Quilichao,68870.39197999997,"0,27%"
Cundinamarca,Gachancipa,68738.28639000001,"0,27%"
Sucre,Covenas,68571.91901,"0,27%"
Cauca,Puerto Tejada,66388.93878000005,"0,26%"
Antioquia,Sabaneta,64782.15243999999,"0,26%"
Cesar,La Gloria,64659.465190000046,"0,26%"
Valle Del Cauca,Cartago,62548.68323999998,"0,25%"
Cundinamarca,Tenjo,59441.727919999976,"0,24%"
Valle Del Cauca,Tulua,58744.77237999999,"0,23%"
Antioquia,Puerto Berrio,58494.01634999997,"0,23%"
Valle Del Cauca,Buenaventura,56309.55721000001,"0,22%"
Santander,Piedecuesta,52436.25375999999,"0,21%"
Atlántico,Sabanalarga,49677.42181,"0,20%"
Casanare,Yopal,47149.21018000003,"0,19%"
Cesar,El Copey,46030.02464999996,"0,18%"
Antioquia,Remedios,44937.58136,"0,18%"
Cauca,Caloto,44583.00647,"0,18%"
Cauca,Villa Rica,43819.985990000016,"0,17%"
Antioquia,Copacabana,43495.658839999975,"0,17%"
Cundinamarca,Sesquile,43017.606120000055,"0,17%"
Cundinamarca,Suesca,42790.58819000006,"0,17%"
Atlántico,Puerto Colombia,42231.71713999999,"0,17%"
Santander,Puerto Wilches,41869.84972999997,"0,17%"
Meta,Puerto Lopez,41385.00675000004,"0,17%"
Antioquia,Marinilla,41325.936470000015,"0,16%"
Cundinamarca,Chia,40175.75491000001,"0,16%"
Cundinamarca,Puerto Salgar,39573.75228999999,"0,16%"
Córdoba,Cienaga De Oro,39129.70893,"0,16%"
Bolívar,Arjona,38801.60222000001,"0,15%"
Antioquia,Caldas,37726.08975000002,"0,15%"
Cauca,Popayan,37623.67655000002,"0,15%"
Antioquia,Segovia,36488.64917999999,"0,15%"
Valle Del Cauca,Bugalagrande,35921.35581999999,"0,14%"
Quindío,Armenia,35600.40816000001,"0,14%"
Córdoba,Cerete,34315.13554999998,"0,14%"
Caldas,Marmato,34098.27831000001,"0,14%"
Antioquia,Retiro,34068.761020000005,"0,14%"
Nariño,Pasto,33696.25070999998,"0,13%"
Tolima,Espinal,33475.70898,"0,13%"
Cundinamarca,Girardot,32998.82477000001,"0,13%"
Tolima,Carmen Deapicala,32657.130689999998,"0,13%"
Valle Del Cauca,Ginebra,31042.25289,"0,12%"
Cundinamarca,Zipaquira,28516.456030000005,"0,11%"
Norte De Santander,Tibu,27596.266700000026,"0,11%"
Antioquia,Santo Domingo,26362.21509000001,"0,11%"
Putumayo,Mocoa,25676.58473999999,"0,10%"
Huila,Palermo,24981.95278999999,"0,10%"
Sucre,Toluviejo,24812.142239999986,"0,10%"
Huila,Rivera,23919.90214999999,"0,10%"
Antioquia,San Pedro,23830.98613,"0,10%"
Cundinamarca,La Calera,23608.329059999996,"0,09%"
Boyacá,Tibasosa,23287.48182,"0,09%"
Antioquia,Amaga,23089.27791000002,"0,09%"
Valle Del Cauca,Jamundi,23061.35987000002,"0,09%"
Boyacá,Samaca,22890.86181999998,"0,09%"
Cundinamarca,El Rosal,22541.108709999982,"0,09%"
Cesar,Agustin Codazzi,22539.55741999998,"0,09%"
Antioquia,Yarumal,22379.876249999994,"0,09%"
Cundinamarca,Guacheta,22239.62017,"0,09%"
Tolima,Mariquita,19882.132320000004,"0,08%"
Boyacá,Duitama,19428.73012,"0,08%"
Cundinamarca,Villeta,19029.04046000002,"0,08%"
Atlántico,Sabanagrande,18980.59950000002,"0,08%"
Antioquia,Apartado,18955.117689999992,"0,08%"
Huila,Yaguara,18724.125780000006,"0,07%"
Cundinamarca,Guaduas,18673.347700000002,"0,07%"
Antioquia,La Ceja,17930.582260000014,"0,07%"
Chocó,El Carmen,17237.051290000003,"0,07%"
Cundinamarca,Alban,16983.251030000007,"0,07%"
Boyacá,Tunja,16897.467210000003,"0,07%"
Santander,Rionegro,16402.068700000003,"0,07%"
Santander,Bolivar,15353.770130000004,"0,06%"
Córdoba,Planeta Rica,14901.986610000004,"0,06%"
Antioquia,Santa Rosade Osos,14607.949740000004,"0,06%"
Antioquia,Cocorna,14537.018120000006,"0,06%"
Tolima,Melgar,14423.824940000008,"0,06%"
Cundinamarca,Ricaurte,14303.840199999986,"0,06%"
Antioquia,Puerto Triunfo,13602.488950000003,"0,05%"
Santander,Lebrija,12947.501330000003,"0,05%"
Cesar,San Martin,12692.022810000002,"0,05%"
Bolívar,Magangue,12230.527010000005,"0,05%"
Bolívar,Turbaco,12073.761999999988,"0,05%"
Antioquia,Carepa,11998.22919,"0,05%"
Valle Del Cauca,El Cerrito,11357.665040000002,"0,05%"
Cundinamarca,Nilo,11142.07810999999,"0,04%"
Nariño,Tumaco,11119.278339999997,"0,04%"
Meta,Cumaral,10541.678550000002,"0,04%"
Boyacá,Muzo,10471.66321,"0,04%"
Meta,Acacias,9984.065049999997,"0,04%"
Casanare,Aguazul,9932.098279999995,"0,04%"
Atlántico,Ponedera,9705.793070000003,"0,04%"
Antioquia,Caucasia,9593.440419999999,"0,04%"
Huila,Pitalito,9527.310590000005,"0,04%"
Valle Del Cauca,Zarzal,9503.403399999997,"0,04%"
Meta,San Martin,9118.493219999998,"0,04%"
Caldas,La Dorada,9110.641040000006,"0,04%"
Huila,Hobo,9086.606899999995,"0,04%"
Meta,San Carlosguaroa,9046.524919999993,"0,04%"
Meta,Granada,8986.958999999997,"0,04%"
Córdoba,San Antero,8825.9902,"0,04%"
Córdoba,Lorica,8687.225389999998,"0,03%"
Putumayo,Villagarzon,8683.145699999997,"0,03%"
Valle Del Cauca,Dagua,8592.099020000003,"0,03%"
Sucre,Corozal,8565.398740000002,"0,03%"
Cesar,L.Jagua Ibirico,8554.280649999995,"0,03%"
Casanare,Pore,8416.90782,"0,03%"
Valle Del Cauca,Yotoco,8396.347399999993,"0,03%"
Antioquia,El Bagre,8381.429409999999,"0,03%"
Huila,Campoalegre,8332.212150000001,"0,03%"
Huila,Tello,8075.737409999997,"0,03%"
Cesar,Aguachica,7671.272060000001,"0,03%"
Antioquia,Entrerrios,7462.074430000002,"0,03%"
Antioquia,Carmen De Viboral,7175.425259999992,"0,03%"
Caldas,Villamaria,6977.845999999993,"0,03%"
Atlántico,Baranoa,6955.425489999996,"0,03%"
Quindío,Calarca,6935.756269999997,"0,03%"
Quindío,La Tebaida,6675.897010000008,"0,03%"
Atlántico,Tubara,6619.744130000004,"0,03%"
Norte De Santander,Los Patios,6526.767099999998,"0,03%"
Magdalena,Fundacion,6490.318350000001,"0,03%"
Boyacá,Chiquinquira,6469.413939999998,"0,03%"
Valle Del Cauca,Guacari,6403.1154799999995,"0,03%"
Valle Del Cauca,Florida,6343.350729999997,"0,03%"
Magdalena,Aracataca,5955.448969999998,"0,02%"
Boyacá,Paipa,5644.114829999995,"0,02%"
Magdalena,Zona Bananera,5627.897910000001,"0,02%"
Casanare,Nunchia,5478.137360000002,"0,02%"
Norte De Santander,El Zulia,5416.125500000002,"0,02%"
Córdoba,Sahagun,5351.6597999999985,"0,02%"
Valle Del Cauca,Roldanillo,5334.130149999999,"0,02%"
Valle Del Cauca,La Victoria,5332.569599999999,"0,02%"
Risaralda,Santa Rosade Cabal,5302.545250000003,"0,02%"
Magdalena,Sitionuevo,5257.958170000002,"0,02%"
Valle Del Cauca,Pradera,5208.547320000002,"0,02%"
Tolima,Purificacion,5190.0724,"0,02%"
Tolima,Alvarado,5181.5637099999985,"0,02%"
Valle Del Cauca,Andalucia,5125.76192,"0,02%"
Tolima,Fresno,5111.71675,"0,02%"
Tolima,Venadillo,4967.853019999999,"0,02%"
Cundinamarca,Fuquene,4938.502040000003,"0,02%"
Bolívar,El Carmende Bolivar,4868.374079999998,"0,02%"
Antioquia,Giraldo,4864.045949999995,"0,02%"
Antioquia,La Union,4819.690350000003,"0,02%"
Boyacá,Paz Derio,4810.927669999997,"0,02%"
Boyacá,Maripi,4799.749389999997,"0,02%"
Norte De Santander,Ocana,4791.095360000001,"0,02%"
Antioquia,Turbo,4762.366119999999,"0,02%"
Santander,Sabana Detorres,4759.468679999997,"0,02%"
Tolima,Herveo,4713.078550000002,"0,02%"
Valle Del Cauca,La Union,4624.35324,"0,02%"
Nariño,Ipiales,4510.257820000001,"0,02%"
Tolima,Armero,4451.844169999999,"0,02%"
Quindío,Montenegro,4348.451530000002,"0,02%"
Antioquia,Don Matias,4099.76938,"0,02%"
Antioquia,Canasgordas,4098.390830000001,"0,02%"
Meta,Puerto Rico,4025.3265400000028,"0,02%"
Magdalena,El Reten,4022.6572099999958,"0,02%"
Cundinamarca,Lenguazaque,4014.291339999999,"0,02%"
Bogotá. D.C.,Fontibon,3990.0035200000007,"0,02%"
Bolívar,Maria Labaja,3914.1435199999996,"0,02%"
La Guajira,Maicao,3911.971599999998,"0,02%"
Atlántico,Polonuevo,3888.2541599999995,"0,02%"
Antioquia,Toledo,3849.929219999998,"0,02%"
Santander,Puerto Parra,3770.1455800000012,"0,02%"
Huila,Villavieja,3766.04763,"0,02%"
Córdoba,Chinu,3733.9900999999977,"0,01%"
Cundinamarca,Tabio,3700.285120000003,"0,01%"
Magdalena,Plato,3653.128540000001,"0,01%"
Caquetá,Florencia,3615.7958900000012,"0,01%"
Sucre,Tolu,3538.9921500000005,"0,01%"
Atlántico,Luruaco,3508.62014,"0,01%"
Tolima,Ortega,3507.5104699999965,"0,01%"
Cundinamarca,Nemocon,3491.2154799999985,"0,01%"
Norte De Santander,Villa Rosario,3418.29924,"0,01%"
Boyacá,Miraflores,3399.572189999997,"0,01%"
Caldas,Risaralda,3350.206000000002,"0,01%"
Caquetá,Solano,3199.0922099999984,"0,01%"
La Guajira,Albania,3150.557869999998,"0,01%"
Tolima,Ambalema,3044.7690200000015,"0,01%"
Tolima,Piedras,3038.8460700000014,"0,01%"
Caldas,Supia,2998.1864399999986,"0,01%"
Cundinamarca,Quetame,2968.5472500000005,"0,01%"
Cundinamarca,Sasaima,2964.356949999998,"0,01%"
Tolima,Flandes,2903.275870000002,"0,01%"
Bolívar,Santa Catalina,2875.050029999999,"0,01%"
La Guajira,Dibulla,2763.59582,"0,01%"
Tolima,Suarez,2744.657999999998,"0,01%"
Valle Del Cauca,San Pedro,2735.431899999999,"0,01%"
Atlántico,Manati,2599.1531600000003,"0,01%"
Nariño,Guachucal,2531.235460000004,"0,01%"
La Guajira,San Juandel Cesar,2501.2402599999978,"0,01%"
Tolima,Natagaima,2456.2497200000007,"0,01%"
Huila,Garzon,2450.44382,"0,01%"
Sucre,San Marcos,2386.8604499999983,"0,01%"
Tolima,Chaparral,2377.892449999999,"0,01%"
Chocó,Quibdo,2366.76953,"0,01%"
Sucre,Since,2339.96125,"0,01%"
Cundinamarca,Cucunuba,2291.163439999998,"0,01%"
Cundinamarca,Bojaca,2277.609069999999,"0,01%"
Magdalena,Pivijay,2268.358970000001,"0,01%"
Córdoba,Pto. Libertador,2247.673439999998,"0,01%"
Cesar,Bosconia,2198.4576099999995,"0,01%"
Meta,Guamal,2187.818680000001,"0,01%"
Norte De Santander,Toledo,2145.4588599999997,"0,01%"
Magdalena,Puebloviejo,2144.66675,"0,01%"
Cundinamarca,Tausa,2094.549959999999,"0,01%"
Quindío,Quimbaya,2094.0061299999998,"0,01%"
Cundinamarca,Une,2093.3742100000004,"0,01%"
Santander,San Gil,2069.3525899999986,"0,01%"
Antioquia,Maceo,2062.165990000001,"0,01%"
Antioquia,San Jeronimo,2036.1166600000013,"0,01%"
Arauca,Tame,2001.7740999999955,"0,01%"
La Guajira,Fonseca,1992.7651799999999,"0,01%"
Cundinamarca,Guasca,1933.9639900000013,"0,01%"
Meta,Restrepo,1927.4743199999984,"0,01%"
Sucre,Sampues,1924.1362000000004,"0,01%"
Tolima,Honda,1835.0819400000005,"0,01%"
Casanare,Mani,1824.4504200000022,"0,01%"
La Guajira,Barrancas,1808.8325999999952,"0,01%"
Cundinamarca,Subachoque,1801.3563999999994,"0,01%"
Cundinamarca,Ubate,1797.5308600000008,"0,01%"
Tolima,Saldana,1750.4001900000005,"0,01%"
Cauca,Miranda,1638.9096200000004,"0,01%"
Santander,San Vicentede Ch.,1638.2853200000002,"0,01%"
Arauca,Saravena,1618.28477,"0,01%"
Putumayo,Puerto Asis,1617.7485599999998,"0,01%"
Cundinamarca,Guayabetal,1615.4358000000004,"0,01%"
Bolívar,Mompos,1578.1893599999974,"0,01%"
Sucre,San Onofre,1525.5258900000017,"0,01%"
Cundinamarca,Sutatausa,1521.6214099999993,"0,01%"
Cesar,Chiriguana,1505.1489599999986,"0,01%"
Casanare,Orocue,1446.313720000001,"0,01%"
Boyacá,Moniquira,1426.7791600000005,"0,01%"
Atlántico,Repelon,1384.7973599999996,"0,01%"
Bogotá. D.C.,Suba,1379.95556,"0,01%"
Risaralda,La Virginia,1371.0637800000002,"0,01%"
Norte De Santander,Pamplona,1369.9779200000003,"0,01%"
La Guajira,Villanueva,1334.7458400000012,"0,01%"
Antioquia,Angelopolis,1334.095409999999,"0,01%"
Meta,Castilla Lanueva,1318.9773599999994,"0,01%"
Magdalena,Algarrobo,1318.0931000000003,"0,01%"
Valle Del Cauca,Riofrio,1313.27119,"0,01%"
Nariño,Tuquerres,1258.4894400000057,"0,01%"
Cundinamarca,Simijaca,1234.5307599999996,"0,00%"
Antioquia,Santafé De Antioquia,1214.6340400000004,"0,00%"
Boyacá,Raquira,1214.2409099999998,"0,00%"
Boyacá,Soraca,1202.8117100000004,"0,00%"
Huila,Tesalia,1202.71138,"0,00%"
Antioquia,Guadalupe,1193.9785199999985,"0,00%"
Atlántico,Palmar Devarela,1177.0409300000003,"0,00%"
Córdoba,Momil,1173.1780700000002,"0,00%"
Atlántico,Santo Tomas,1132.6028600000006,"0,00%"
Magdalena,El Banco,1132.0718799999995,"0,00%"
Antioquia,Urrao,1131.48512,"0,00%"
Huila,Altamira,1131.1231399999997,"0,00%"
Boyacá,Sotaquira,1124.9592799999998,"0,00%"
Norte De Santander,El Tarra,1114.3647899999999,"0,00%"
Norte De Santander,Sardinata,1105.8350999999996,"0,00%"
Boyacá,Ventaquemada,1093.6975299999995,"0,00%"
Boyacá,Pachavita,1088.3241099999996,"0,00%"
La Guajira,Uribia,1082.9427600000001,"0,00%"
La Guajira,Manaure,1067.3536799999977,"0,00%"
Antioquia,Cisneros,1066.2980699999994,"0,00%"
Boyacá,Pesca,1065.0383900000004,"0,00%"
Bogotá. D.C.,Bosa,1039.4773199999995,"0,00%"
Cesar,Becerril,1025.7536999999995,"0,00%"
Córdoba,Ayapel,1023.1516799999995,"0,00%"
Córdoba,Tierralta,1010.1921599999994,"0,00%"
Antioquia,Arboletes,999.4778100000003,"0,00%"
Antioquia,Santuario,992.3522700000016,"0,00%"
Valle Del Cauca,La Cumbre,991.3359600000025,"0,00%"
Valle Del Cauca,Vijes,976.7036599999999,"0,00%"
Valle Del Cauca,Caicedonia,968.63492,"0,00%"
Caldas,Pensilvania,954.3717199999994,"0,00%"
Bolívar,Calamar,937.2236800000011,"0,00%"
Bolívar,San Juan Nepomuc.,911.2034499999999,"0,00%"
Santander,Los Santos,898.1120700000005,"0,00%"
Bolívar,San Pablo,896.0055800000006,"0,00%"
Bolívar,Cantagallo,890.1211500000004,"0,00%"
Córdoba,San Pelayo,888.6111599999992,"0,00%"
Córdoba,S.Andres Sotav.,885.5455200000006,"0,00%"
Boyacá,Villa Deleyva,884.9230099999969,"0,00%"
Meta,Fuente Deoro,883.9678799999983,"0,00%"
Cundinamarca,Caqueza,864.2506199999992,"0,00%"
Valle Del Cauca,Calima (Darien),851.88188,"0,00%"
Norte De Santander,Pamplonita,851.4489000000002,"0,00%"
Cundinamarca,Fusagasuga,850.5303299999993,"0,00%"
Santander,Aratoca,849.3569099999994,"0,00%"
Cesar,Chimichagua,843.761040000001,"0,00%"
Risaralda,Balboa,843.6446599999997,"0,00%"
La Guajira,Urumita,837.7354800000016,"0,00%"
Cundinamarca,Anapoima,831.3716500000002,"0,00%"
Cesar,Robles (La Paz),819.5782799999997,"0,00%"
Antioquia,Chigorodo,819.4465800000004,"0,00%"
Boyacá,Santa Rosa De V.,797.1847399999997,"0,00%"
Atlántico,Candelaria,778.8733200000014,"0,00%"
Nariño,Samaniego,762.76176,"0,00%"
Sucre,Sucre,762.3637400000005,"0,00%"
Córdoba,San Bernardovto.,759.9219600000006,"0,00%"
Sucre,Galeras,749.4336000000008,"0,00%"
Nariño,Cumbal,747.7018800000001,"0,00%"
Valle Del Cauca,Bolivar,745.7853800000001,"0,00%"
Antioquia,Necocli,736.1626100000008,"0,00%"
Atlántico,Campo Dela Cruz,727.051440000004,"0,00%"
Tolima,Guamo,712.5304500000002,"0,00%"
Antioquia,Titiribi,707.2213600000002,"0,00%"
Nariño,Chachagui,703.3714800000017,"0,00%"
Sucre,Ovejas,683.2942799999997,"0,00%"
Huila,La Plata,679.7802699999996,"0,00%"
Cundinamarca,Gacheta,673.4098599999994,"0,00%"
Tolima,Libano,664.3347800000001,"0,00%"
Meta,Cubarral,664.1530800000004,"0,00%"
Atlántico,Suan,656.8012800000009,"0,00%"
Sucre,Palmito,655.6109999999999,"0,00%"
Tolima,Lerida,648.8147100000001,"0,00%"
Meta,Vista Hermosa,641.7857999999997,"0,00%"
Bogotá. D.C.,Usme,639.0668000000002,"0,00%"
Santander,Guepsa,632.6099499999997,"0,00%"
Boyacá,Garagoa,621.4127699999989,"0,00%"
Sucre,San Pedro,614.8225199999997,"0,00%"
Caldas,Anserma,614.1308400000001,"0,00%"
Atlántico,Santa Lucia,600.2703599999973,"0,00%"
Caldas,Neira,590.7097400000008,"0,00%"
Nariño,Pupiales,589.1914,"0,00%"
Córdoba,Pueblo Nuevo,588.2568000000008,"0,00%"
Antioquia,Taraza,586.8181799999995,"0,00%"
Nariño,La Cruz,584.3601600000003,"0,00%"
Magdalena,Ariguani,581.8586400000006,"0,00%"
Tolima,Cajamarca,579.8681900000003,"0,00%"
Bolívar,Cicuco,570.01944,"0,00%"
Cesar,San Alberto,569.93531,"0,00%"
Atlántico,Piojo,568.5358000000001,"0,00%"
Nariño,La Union,557.864400000002,"0,00%"
Nariño,Sandona,553.1104799999994,"0,00%"
Boyacá,Aquitania,551.2881899999992,"0,00%"
Risaralda,Belen Deumbria,549.9190399999995,"0,00%"
Meta,Mesetas,529.0172399999994,"0,00%"
Meta,Puerto Lleras,516.6495599999996,"0,00%"
Boyacá,Firavitoba,511.25790999999975,"0,00%"
Antioquia,La Pintada,511.11730000000034,"0,00%"
Nariño,Funes,507.08968999999985,"0,00%"
Cundinamarca,Zipacon,495.40807999999987,"0,00%"
Sucre,San Benitoabad,490.00319999999965,"0,00%"
Atlántico,Usiacuri,484.18500000000006,"0,00%"
Bolívar,San Martinde Loba,474.2708399999997,"0,00%"
La Guajira,Distraccion,461.9155199999998,"0,00%"
Córdoba,San Carlos,450.30024,"0,00%"
Antioquia,Peñol,450.13831999999763,"0,00%"
Antioquia,Frontino,447.12571000000014,"0,00%"
Tolima,Coello,442.5745899999999,"0,00%"
Boyacá,Ramiriqui,440.76957999999877,"0,00%"
Magdalena,Salamina,440.3617200000017,"0,00%"
Antioquia,San Luis,434.8652700000001,"0,00%"
Valle Del Cauca,Obando,421.19908000000004,"0,00%"
Nariño,Buesaco,417.5850000000001,"0,00%"
Bolívar,Margarita,414.80772000000013,"0,00%"
Bolívar,Talaigua Nuevo,413.34756000000016,"0,00%"
Boyacá,Soata,412.3985000000004,"0,00%"
Boyacá,Santana,412.2306799999995,"0,00%"
Huila,Gigante,407.22208000000035,"0,00%"
Antioquia,Yolombo,407.04654999999997,"0,00%"
Bolívar,San Jacinto,405.7745999999999,"0,00%"
Antioquia,Guatapé,402.22560999999956,"0,00%"
Bolívar,Cordoba,401.55396999999994,"0,00%"
Boyacá,Guateque,399.45377000000246,"0,00%"
Córdoba,La Apartada,386.96064,"0,00%"
Córdoba,Cotorra,384.03360000000004,"0,00%"
La Guajira,El Molino,382.78920000000016,"0,00%"
Cundinamarca,Fomeque,380.3022400000001,"0,00%"
Nariño,San Lorenzo,379.68168,"0,00%"
Tolima,Santa Isabel,378.6606899999999,"0,00%"
Boyacá,Otanche,373.92168000000015,"0,00%"
Boyacá,Belen,367.68172000000027,"0,00%"
Nariño,Puerres,365.3078400000003,"0,00%"
Meta,San Juande Arama,365.0751600000007,"0,00%"
Bolívar,Barranco Deloba,363.98616000000004,"0,00%"
Córdoba,Canalete,363.81060000000025,"0,00%"
Sucre,S.Juan Betulia,361.83660000000015,"0,00%"
Meta,Uribe,360.52152000000103,"0,00%"
Nariño,Policarpa,359.18711999999994,"0,00%"
Boyacá,Combita,358.51715000000047,"0,00%"
Nariño,El Tablon,353.97492,"0,00%"
Sucre,Coloso,348.0192000000002,"0,00%"
Córdoba,Purisima,344.8802400000002,"0,00%"
Córdoba,Monitos,344.7926400000001,"0,00%"
Nariño,San Pedro De Cartago,341.28,"0,00%"
Nariño,Taminango,337.1590800000001,"0,00%"
Valle Del Cauca,El Dovio,334.64903000000004,"0,00%"
Nariño,Imues,333.79740000000004,"0,00%"
Nariño,Cuaspud,328.35900000000004,"0,00%"
Antioquia,Abejorral,327.81740999999977,"0,00%"
Nariño,Linares,324.42732000000024,"0,00%"
Bolívar,Hatillo De Loba,322.17972000000003,"0,00%"
Nariño,San Pablo,321.2889599999999,"0,00%"
Cesar,Curumani,318.8729699999997,"0,00%"
Nariño,Guaitarilla,313.53635999999995,"0,00%"
Meta,Cabuyaro,304.78187999999915,"0,00%"
Bolívar,San Estanislao,300.5554800000002,"0,00%"
Caldas,Palestina,295.1274199999999,"0,00%"
Boyacá,Socha,292.04905000000025,"0,00%"
Boyacá,Arcabuco,291.2896100000005,"0,00%"
Antioquia,Gomez Plata,289.0785999999999,"0,00%"
Bolívar,Clemencia,283.81068000000005,"0,00%"
Bolívar,Villanueva,281.84004,"0,00%"
Nariño,Ricaurte,278.58215999999976,"0,00%"
Boyacá,Toca,277.5381999999998,"0,00%"
Cesar,Manaure B.Cesar,272.41308000000004,"0,00%"
Nariño,Consaca,271.83108000000004,"0,00%"
Bolívar,Turbana,271.26696000000004,"0,00%"
Antioquia,Amalfi,268.00355,"0,00%"
Antioquia,San Pedrouraba,267.83382000000006,"0,00%"
Boyacá,Tasco,267.03949,"0,00%"
Boyacá,Sutamarchan,265.3311000000008,"0,00%"
Nariño,Leiva,264.5275199999999,"0,00%"
Boyacá,Mongui,261.98049000000026,"0,00%"
Meta,El Castillo,260.18603999999993,"0,00%"
Córdoba,Chima,259.23408000000006,"0,00%"
Nariño,Gualmatan,255.10307999999986,"0,00%"
Caldas,Salamina,253.3458900000001,"0,00%"
Córdoba,Los Cordobas,247.12464000000003,"0,00%"
Nariño,El Tambo,245.7385200000001,"0,00%"
Boyacá,Mongua,240.8735600000004,"0,00%"
Boyacá,Santa Maria,240.8313000000009,"0,00%"
Meta,Lejanias,236.23715999999953,"0,00%"
Bolívar,Altos Del Rosario,233.01131999999998,"0,00%"
Magdalena,Nueva Granada,232.86924,"0,00%"
Boyacá,Tibana,227.74536000000057,"0,00%"
Casanare,Monterrey,225.1245499999999,"0,00%"
Nariño,Ancuya,222.18732,"0,00%"
Nariño,El Penol,222.18732,"0,00%"
Boyacá,Turmeque,215.23846000000003,"0,00%"
Nariño,La Florida,214.43472000000003,"0,00%"
Nariño,Belen,212.02944000000002,"0,00%"
Nariño,Nariño,211.30307999999997,"0,00%"
Nariño,Yacuanquer,210.21876000000003,"0,00%"
Nariño,Aldana,208.03620000000012,"0,00%"
Bolívar,Santa Rosade Lima,203.35068,"0,00%"
Nariño,Mallama,203.29092,"0,00%"
Boyacá,Sachica,203.07526,"0,00%"
Boyacá,Chita,201.45288000000005,"0,00%"
Nariño,Tangua,194.44343999999998,"0,00%"
Nariño,Potosi,187.41011999999992,"0,00%"
Boyacá,Saboya,185.6141900000003,"0,00%"
Nariño,Colon,182.24172,"0,00%"
Nariño,Cumbitara,181.33655999999996,"0,00%"
Nariño,El Rosario,181.33655999999996,"0,00%"
Boyacá,Boavita,179.45930000000084,"0,00%"
Nariño,Sapuyes,178.4420399999999,"0,00%"
Boyacá,S.Luis De Gaceno,178.12547999999953,"0,00%"
Boyacá,Cerinza,177.7862700000002,"0,00%"
Boyacá,El Cocuy,177.4568800000001,"0,00%"
