Departamento,Municipio,Demanda Real [MWh],Participación [%]
Caldas,Marmato,34679.83328000001,"0,15%"
Quindío,Armenia,34118.02748,"0,15%"
Tolima,Espinal,33658.35617000001,"0,15%"
Nariño,Pasto,31676.5746,"0,14%"
Atlántico,Puerto Colombia,31092.50643000001,"0,14%"
Cundinamarca,Girardot,30768.473549999995,"0,14%"
Valle Del Cauca,Ginebra,29382.57419000001,"0,13%"
Córdoba,Cerete,26550.90152999999,"0,12%"
Antioquia,San Pedro,26379.61059999998,"0,12%"
Cundinamarca,Zipaquira,26079.528500000008,"0,11%"
Antioquia,Yarumal,25840.894429999982,"0,11%"
Huila,Rivera,24514.30107999999,"0,11%"
Bolívar,Arjona,24438.96315,"0,11%"
Antioquia,Amaga,23912.73144000002,"0,11%"
Huila,Yaguara,22418.471480000004,"0,10%"
Norte De Santander,Tibu,22119.837630000013,"0,10%"
Cesar,El Paso,22119.177309999995,"0,10%"
Putumayo,Mocoa,21961.16793999999,"0,10%"
Huila,Palermo,21340.28017,"0,09%"
Valle Del Cauca,Jamundi,21206.50184999999,"0,09%"
Cundinamarca,Guacheta,20977.964909999988,"0,09%"
Cundinamarca,El Rosal,20848.05324,"0,09%"
Cesar,San Martin,20587.489310000004,"0,09%"
Sucre,Covenas,20005.345269999998,"0,09%"
Tolima,Mariquita,19712.325060000006,"0,09%"
Antioquia,Apartado,18761.032309999966,"0,08%"
Boyacá,Tibasosa,18724.84548000001,"0,08%"
Boyacá,Samaca,18600.34776999999,"0,08%"
Boyacá,Duitama,18545.19176999999,"0,08%"
Antioquia,Santo Domingo,18472.545719999995,"0,08%"
Cesar,Agustin Codazzi,18339.022630000014,"0,08%"
Atlántico,Sabanagrande,17607.63373,"0,08%"
Chocó,El Carmen,17184.688349999997,"0,08%"
Boyacá,Tunja,17004.60338,"0,07%"
Cundinamarca,Guaduas,16965.428330000002,"0,07%"
Antioquia,La Ceja,16696.54600000001,"0,07%"
Cundinamarca,Ricaurte,15951.234409999995,"0,07%"
Cundinamarca,Villeta,15942.726310000002,"0,07%"
Santander,Rionegro,15592.354550000005,"0,07%"
Córdoba,Planeta Rica,15524.025300000001,"0,07%"
Antioquia,Santa Rosade Osos,14475.196189999988,"0,06%"
Bolívar,Magangue,14088.258470000008,"0,06%"
Antioquia,Cocorna,12883.758169999996,"0,06%"
Tolima,Melgar,12504.58465000001,"0,06%"
Antioquia,Caucasia,12489.067319999998,"0,05%"
Casanare,Aguazul,12279.091330000008,"0,05%"
Antioquia,Carepa,12245.577290000005,"0,05%"
Antioquia,Puerto Triunfo,12239.743549999997,"0,05%"
Nariño,Tumaco,11969.645619999998,"0,05%"
Antioquia,Cisneros,11887.590690000006,"0,05%"
Valle Del Cauca,Zarzal,10419.444149999998,"0,05%"
Santander,Bolivar,10138.772059999998,"0,04%"
Santander,Lebrija,10129.839199999995,"0,04%"
Cundinamarca,Nilo,9708.889580000001,"0,04%"
Meta,San Carlosguaroa,9543.453619999998,"0,04%"
Valle Del Cauca,El Cerrito,9465.35962,"0,04%"
Meta,Cumaral,9289.102599999993,"0,04%"
Meta,Granada,9220.935299999996,"0,04%"
Boyacá,Paz Derio,8869.177089999997,"0,04%"
Boyacá,Muzo,8833.717120000001,"0,04%"
Meta,Acacias,8671.151760000002,"0,04%"
Quindío,La Tebaida,8600.115450000001,"0,04%"
Cesar,L.Jagua Ibirico,8444.025519999994,"0,04%"
Valle Del Cauca,Dagua,8393.23672,"0,04%"
Valle Del Cauca,Yotoco,8289.339380000007,"0,04%"
Bolívar,Turbaco,8227.851809999995,"0,04%"
Antioquia,Entrerrios,8097.71327,"0,04%"
Huila,Hobo,8063.797359999998,"0,04%"
Sucre,Corozal,8023.208520000004,"0,04%"
Antioquia,Carmen De Viboral,7561.310419999999,"0,03%"
Caldas,La Dorada,7490.629610000002,"0,03%"
Santander,Sabana Detorres,7472.535890000004,"0,03%"
Huila,Pitalito,7221.565810000005,"0,03%"
Cesar,Aguachica,7105.005059999998,"0,03%"
Sucre,Toluviejo,7079.360870000001,"0,03%"
Caldas,Villamaria,7072.393629999995,"0,03%"
Córdoba,Sahagun,6901.524139999998,"0,03%"
Huila,Campoalegre,6814.415320000001,"0,03%"
Valle Del Cauca,Florida,6681.942860000006,"0,03%"
Atlántico,Ponedera,6670.196230000004,"0,03%"
Quindío,Calarca,6431.5993100000005,"0,03%"
Magdalena,Fundacion,6263.204209999998,"0,03%"
Norte De Santander,Los Patios,6226.383650000001,"0,03%"
Atlántico,Tubara,6088.865220000005,"0,03%"
Casanare,Villanueva,6087.289950000001,"0,03%"
Putumayo,Villagarzon,6064.6455,"0,03%"
Antioquia,Retiro,6060.463700000005,"0,03%"
Casanare,Pore,6036.523869999999,"0,03%"
Valle Del Cauca,Andalucia,5945.561529999996,"0,03%"
Risaralda,Santa Rosade Cabal,5925.8331700000035,"0,03%"
Antioquia,Giraldo,5730.664350000004,"0,03%"
Tolima,Venadillo,5694.811359999998,"0,03%"
Magdalena,Aracataca,5605.649200000003,"0,02%"
Meta,San Martin,5499.271259999999,"0,02%"
Boyacá,Chiquinquira,5479.096500000001,"0,02%"
Córdoba,Lorica,5390.218290000001,"0,02%"
Tolima,Purificacion,5377.706670000001,"0,02%"
Valle Del Cauca,Guacari,5307.830450000003,"0,02%"
Atlántico,Baranoa,5304.71219,"0,02%"
Tolima,Alvarado,5270.269960000005,"0,02%"
Norte De Santander,Villa Rosario,5022.009780000006,"0,02%"
Tolima,Lerida,4983.00119,"0,02%"
Norte De Santander,El Zulia,4952.707099999993,"0,02%"
Norte De Santander,Ocana,4920.052830000001,"0,02%"
Antioquia,Turbo,4919.610300000006,"0,02%"
Antioquia,Don Matias,4876.247139999994,"0,02%"
Antioquia,El Bagre,4851.337819999998,"0,02%"
Boyacá,Paipa,4772.88267,"0,02%"
Cundinamarca,Tabio,4730.836149999996,"0,02%"
Antioquia,La Union,4621.27066,"0,02%"
Valle Del Cauca,Pradera,4618.5523,"0,02%"
Bogotá. D.C.,Fontibon,4615.001130000001,"0,02%"
Tolima,Armero,4526.87015,"0,02%"
Magdalena,El Reten,4489.850920000003,"0,02%"
Cundinamarca,Fuquene,4460.0889799999995,"0,02%"
Valle Del Cauca,Roldanillo,4375.112719999999,"0,02%"
Tolima,Fresno,4317.760569999999,"0,02%"
Boyacá,Maripi,4269.85547,"0,02%"
Antioquia,Canasgordas,4232.5588499999985,"0,02%"
Casanare,Mani,4186.7311599999975,"0,02%"
Nariño,Ipiales,4163.664400000001,"0,02%"
Tolima,Herveo,4141.688429999998,"0,02%"
Valle Del Cauca,La Union,4122.1789400000025,"0,02%"
Antioquia,Remedios,4053.6332599999996,"0,02%"
Cesar,Robles (La Paz),3975.5476900000003,"0,02%"
Bolívar,El Carmende Bolivar,3862.9498299999964,"0,02%"
Quindío,Montenegro,3810.4380999999967,"0,02%"
Cundinamarca,Lenguazaque,3765.5720099999994,"0,02%"
Huila,Villavieja,3761.9118299999996,"0,02%"
Meta,Puerto Rico,3691.0328399999976,"0,02%"
Caldas,Supia,3657.7049700000002,"0,02%"
Boyacá,Miraflores,3545.175400000002,"0,02%"
Caquetá,Florencia,3530.8328800000004,"0,02%"
Córdoba,Chinu,3513.90596,"0,02%"
Magdalena,Sitionuevo,3496.7729199999976,"0,02%"
Caquetá,Solano,3353.5056000000013,"0,01%"
Tolima,Flandes,3170.75509,"0,01%"
Cundinamarca,Nemocon,3103.6275299999984,"0,01%"
Cundinamarca,Quetame,2935.40914,"0,01%"
Tolima,Piedras,2934.501590000001,"0,01%"
Bolívar,Santa Catalina,2878.1500499999993,"0,01%"
Bolívar,Maria Labaja,2759.326110000002,"0,01%"
Tolima,Natagaima,2746.790730000001,"0,01%"
La Guajira,Maicao,2713.3823899999998,"0,01%"
Tolima,Ortega,2697.9484900000016,"0,01%"
Tolima,Suarez,2638.36053,"0,01%"
Magdalena,Plato,2608.57959,"0,01%"
Cundinamarca,Sasaima,2516.9686700000007,"0,01%"
Sucre,San Marcos,2494.3220000000033,"0,01%"
Cundinamarca,Cucunuba,2471.2789700000017,"0,01%"
Tolima,Chaparral,2381.3104599999983,"0,01%"
La Guajira,San Juandel Cesar,2361.970360000002,"0,01%"
Norte De Santander,Pamplona,2355.3639799999987,"0,01%"
Cesar,Bosconia,2335.1159999999995,"0,01%"
Sucre,Since,2318.3812399999997,"0,01%"
Risaralda,La Virginia,2313.0389899999964,"0,01%"
Santander,San Gil,2254.2255800000003,"0,01%"
Valle Del Cauca,San Pedro,2217.7042100000012,"0,01%"
Cundinamarca,Bojaca,2183.7350899999997,"0,01%"
Cundinamarca,Guasca,2163.43725,"0,01%"
Magdalena,Zona Bananera,2133.09906,"0,01%"
Magdalena,Puebloviejo,2083.38438,"0,01%"
Huila,Garzon,2022.0829700000002,"0,01%"
Antioquia,Angelopolis,2007.1202499999988,"0,01%"
Meta,Restrepo,1994.7281800000012,"0,01%"
Meta,Guamal,1989.535519999999,"0,01%"
Caldas,Risaralda,1978.7804199999996,"0,01%"
La Guajira,Dibulla,1964.9095100000015,"0,01%"
Quindío,Quimbaya,1955.6171700000011,"0,01%"
La Guajira,Albania,1951.3057500000004,"0,01%"
Antioquia,San Jeronimo,1940.613720000001,"0,01%"
Cundinamarca,Ubate,1900.372700000001,"0,01%"
Norte De Santander,Toledo,1900.0188400000009,"0,01%"
Cundinamarca,Une,1869.9387000000008,"0,01%"
Tolima,Honda,1849.6308500000005,"0,01%"
Chocó,Quibdo,1773.5426499999999,"0,01%"
Tolima,Ambalema,1754.0411000000004,"0,01%"
Córdoba,Pto. Libertador,1744.6943799999992,"0,01%"
Cundinamarca,Guayabetal,1738.7462699999992,"0,01%"
Magdalena,Pivijay,1735.1180199999997,"0,01%"
Antioquia,Maceo,1713.1690799999997,"0,01%"
Nariño,Guachucal,1659.6682100000005,"0,01%"
Cundinamarca,Tausa,1606.7361600000004,"0,01%"
Córdoba,San Antero,1587.2696399999995,"0,01%"
Bolívar,Cantagallo,1559.4415699999997,"0,01%"
Arauca,Tame,1539.927140000002,"0,01%"
Atlántico,Polonuevo,1535.4683400000006,"0,01%"
Atlántico,Manati,1535.4154800000008,"0,01%"
Tolima,Saldana,1524.9882499999987,"0,01%"
Arauca,Saravena,1500.745310000001,"0,01%"
Cundinamarca,Simijaca,1488.1569800000004,"0,01%"
Bolívar,Mompos,1467.0271200000002,"0,01%"
Huila,Tello,1448.65512,"0,01%"
Sucre,San Onofre,1438.774869999999,"0,01%"
Boyacá,Moniquira,1408.3105999999998,"0,01%"
Antioquia,Santafé De Antioquia,1404.6181100000017,"0,01%"
Cesar,Chiriguana,1402.3096800000017,"0,01%"
Boyacá,Sotaquira,1394.798520000001,"0,01%"
Bogotá. D.C.,Suba,1389.67517,"0,01%"
La Guajira,Barrancas,1357.0058400000014,"0,01%"
Norte De Santander,Pamplonita,1355.4843300000005,"0,01%"
Sucre,Sampues,1350.9295900000002,"0,01%"
Cundinamarca,Sutatausa,1341.1473899999992,"0,01%"
La Guajira,Fonseca,1327.3982000000005,"0,01%"
Cauca,Miranda,1287.89411,"0,01%"
Norte De Santander,El Tarra,1284.8870699999993,"0,01%"
Huila,Tesalia,1246.981059999999,"0,01%"
Meta,Castilla Lanueva,1224.2226400000006,"0,01%"
Casanare,Orocue,1220.5407899999993,"0,01%"
Huila,Altamira,1219.7956199999996,"0,01%"
Magdalena,El Banco,1202.5985799999994,"0,01%"
Atlántico,Luruaco,1194.9844100000003,"0,01%"
Antioquia,Guadalupe,1143.7969000000003,"0,01%"
Boyacá,Pesca,1128.32434,"0,00%"
Antioquia,Urrao,1126.6345500000002,"0,00%"
Antioquia,Taraza,1111.7489099999987,"0,00%"
Cundinamarca,Subachoque,1106.3059200000002,"0,00%"
Nariño,Tuquerres,1105.6126799999986,"0,00%"
Magdalena,Algarrobo,1099.4485099999997,"0,00%"
Santander,Guepsa,1082.445560000001,"0,00%"
Boyacá,Pachavita,1069.1795999999997,"0,00%"
Bogotá. D.C.,Bosa,1067.14202,"0,00%"
Antioquia,Santuario,1063.3089900000002,"0,00%"
Cesar,Becerril,1013.0496799999997,"0,00%"
Caldas,Anserma,992.3428400000013,"0,00%"
Atlántico,Palmar Devarela,975.9593300000008,"0,00%"
Valle Del Cauca,Caicedonia,973.9743800000003,"0,00%"
Atlántico,Santo Tomas,964.25928,"0,00%"
Córdoba,Tierralta,962.6953200000003,"0,00%"
Córdoba,Ayapel,953.2803600000009,"0,00%"
Bolívar,Calamar,943.7557000000007,"0,00%"
Boyacá,Villa Deleyva,943.1777400000004,"0,00%"
Caldas,Pensilvania,920.6038200000002,"0,00%"
Cundinamarca,Gacheta,886.4364000000007,"0,00%"
Cundinamarca,Caqueza,877.6423700000003,"0,00%"
La Guajira,Uribia,875.39172,"0,00%"
Boyacá,Socota,874.3602700000005,"0,00%"
Sucre,Galeras,871.6820399999995,"0,00%"
Santander,Los Santos,868.4016900000003,"0,00%"
Caldas,Viterbo,868.1693899999999,"0,00%"
Meta,Fuente Deoro,861.0984,"0,00%"
Bolívar,San Juan Nepomuc.,859.3483700000013,"0,00%"
Cundinamarca,Zipacon,842.4279600000001,"0,00%"
Norte De Santander,Sardinata,829.4014900000002,"0,00%"
Córdoba,San Pelayo,822.1228799999974,"0,00%"
Valle Del Cauca,Riofrio,819.3743800000009,"0,00%"
Nariño,Pupiales,803.1829899999999,"0,00%"
La Guajira,Manaure,802.7690399999999,"0,00%"
Cesar,Chimichagua,786.106200000001,"0,00%"
Cundinamarca,Fusagasuga,778.9475899999995,"0,00%"
Valle Del Cauca,La Cumbre,773.8275900000009,"0,00%"
Cundinamarca,Ubala,773.4910299999999,"0,00%"
Boyacá,Santa Rosa De V.,772.9556999999996,"0,00%"
Valle Del Cauca,Calima (Darien),771.0889499999993,"0,00%"
Nariño,Samaniego,762.2550000000008,"0,00%"
Antioquia,Guatapé,755.7462600000008,"0,00%"
Córdoba,San Bernardovto.,749.8285200000005,"0,00%"
Atlántico,Repelon,749.1445200000004,"0,00%"
Nariño,Cumbal,747.2096399999996,"0,00%"
Boyacá,Raquira,726.36158,"0,00%"
Tolima,Libano,693.7846100000004,"0,00%"
Huila,Gigante,689.9761099999997,"0,00%"
Antioquia,Necocli,689.0198699999996,"0,00%"
Valle Del Cauca,Bolivar,675.5266799999998,"0,00%"
Boyacá,Ventaquemada,672.3135200000012,"0,00%"
Córdoba,Momil,671.3933699999999,"0,00%"
Santander,Aratoca,663.1855299999999,"0,00%"
Meta,Cubarral,661.9969200000005,"0,00%"
Sucre,Sucre,658.8292800000002,"0,00%"
Bolívar,Cordoba,658.2294200000007,"0,00%"
Nariño,Sandona,657.4636800000003,"0,00%"
Boyacá,Soraca,653.1492400000001,"0,00%"
Bogotá. D.C.,Usme,652.8753799999997,"0,00%"
Cundinamarca,Anapoima,640.9918500000001,"0,00%"
Sucre,Ovejas,636.6299999999994,"0,00%"
Antioquia,Peñol,634.9719800000007,"0,00%"
Caldas,Neira,622.1262000000019,"0,00%"
Meta,Vista Hermosa,612.3286800000001,"0,00%"
Casanare,Nunchia,606.9694599999998,"0,00%"
Boyacá,Garagoa,595.063079999998,"0,00%"
Córdoba,S.Andres Sotav.,588.5524800000009,"0,00%"
Antioquia,Titiribi,587.6372000000001,"0,00%"
Nariño,Chachagui,585.8324400000018,"0,00%"
Nariño,La Cruz,583.9854,"0,00%"
Valle Del Cauca,La Victoria,578.1168799999995,"0,00%"
Tolima,Cajamarca,568.3639200000003,"0,00%"
Tolima,Coello,563.77599,"0,00%"
Atlántico,Campo Dela Cruz,551.5992000000012,"0,00%"
Magdalena,Ariguani,543.9421199999996,"0,00%"
Valle Del Cauca,Vijes,541.3267,"0,00%"
Sucre,San Pedro,534.7280399999993,"0,00%"
Risaralda,Belen Deumbria,534.5133299999994,"0,00%"
Córdoba,Pueblo Nuevo,533.187,"0,00%"
Bolívar,Cicuco,531.5607600000008,"0,00%"
Boyacá,Firavitoba,522.6264900000003,"0,00%"
La Guajira,Urumita,522.4216799999999,"0,00%"
Cesar,San Alberto,515.0049299999994,"0,00%"
Tolima,Guamo,510.4523400000002,"0,00%"
Antioquia,La Pintada,504.91588999999976,"0,00%"
Meta,Mesetas,504.63024000000024,"0,00%"
Nariño,Funes,503.8220500000001,"0,00%"
Valle Del Cauca,Obando,494.4044599999999,"0,00%"
Meta,Puerto Lleras,493.39007999999984,"0,00%"
Antioquia,Chigorodo,457.9328600000002,"0,00%"
Risaralda,Balboa,451.7442799999997,"0,00%"
Boyacá,Ramiriqui,445.344920000001,"0,00%"
Boyacá,Santana,444.32102000000026,"0,00%"
Bolívar,San Martinde Loba,442.2624000000001,"0,00%"
Boyacá,Soata,435.7001799999988,"0,00%"
Valle Del Cauca,El Dovio,430.56150999999943,"0,00%"
Boyacá,Aquitania,429.5096700000008,"0,00%"
Córdoba,Canalete,426.13512000000014,"0,00%"
Boyacá,Belen,425.85469000000137,"0,00%"
Sucre,Los Palmitos,425.45519999999976,"0,00%"
Cesar,Gamarra,421.93066000000005,"0,00%"
Antioquia,Yolombo,421.0196299999999,"0,00%"
Quindío,Circasia,412.1719199999999,"0,00%"
Antioquia,San Luis,407.8784,"0,00%"
Cundinamarca,Quebradanegra,405.7381100000003,"0,00%"
Atlántico,Suan,397.2334800000008,"0,00%"
Caldas,Salamina,392.3403400000005,"0,00%"
Bolívar,Margarita,386.8039200000006,"0,00%"
Córdoba,Cotorra,385.68252000000103,"0,00%"
Bolívar,Talaigua Nuevo,385.46328000000005,"0,00%"
Tolima,Santa Isabel,382.21273000000036,"0,00%"
Boyacá,Guateque,381.1285899999998,"0,00%"
Bolívar,San Jacinto,379.36200000000014,"0,00%"
Atlántico,Santa Lucia,379.06584000000015,"0,00%"
Nariño,Consaca,378.3909599999992,"0,00%"
Córdoba,Purisima,376.94579999999956,"0,00%"
Sucre,Coloso,372.46968000000095,"0,00%"
Antioquia,Amalfi,370.8589199999998,"0,00%"
Nariño,Buesaco,367.7410799999999,"0,00%"
Córdoba,La Apartada,361.7445600000001,"0,00%"
La Guajira,Distraccion,355.5511200000001,"0,00%"
Nariño,El Tablon,353.73612000000054,"0,00%"
Córdoba,Chima,346.2049199999993,"0,00%"
Nariño,San Pedro De Cartago,341.05584000000005,"0,00%"
Bolívar,Barranco Deloba,340.2452400000003,"0,00%"
Antioquia,Abejorral,338.00970999999936,"0,00%"
Nariño,Taminango,336.93143999999967,"0,00%"
Antioquia,Gomez Plata,334.5087200000001,"0,00%"
Caldas,Palestina,333.7689099999996,"0,00%"
Meta,San Juande Arama,332.23284,"0,00%"
Atlántico,Candelaria,330.5018399999993,"0,00%"
Boyacá,Combita,328.3393999999991,"0,00%"
Sucre,S.Juan Betulia,326.9153999999995,"0,00%"
Córdoba,Monitos,321.50784000000004,"0,00%"
Nariño,Imues,320.8395599999999,"0,00%"
Boyacá,Otanche,320.35991,"0,00%"
Nariño,La Union,317.18388000000067,"0,00%"
Nariño,Linares,317.1338399999998,"0,00%"
Nariño,Policarpa,317.1338399999997,"0,00%"
Boyacá,Sutamarchan,314.1517100000002,"0,00%"
Magdalena,Salamina,313.46915999999993,"0,00%"
Boyacá,Arcabuco,312.5750000000008,"0,00%"
Nariño,San Lorenzo,306.58187999999984,"0,00%"
Bolívar,Hatillo De Loba,301.20120000000003,"0,00%"
Quindío,Genova,300.495,"0,00%"
Antioquia,San Pedrouraba,297.78913000000017,"0,00%"
Antioquia,Frontino,297.77729000000005,"0,00%"
Meta,Cabuyaro,291.36731999999995,"0,00%"
Boyacá,Socha,289.5923000000007,"0,00%"
Magdalena,Santa Ana,287.95720000000006,"0,00%"
Atlántico,Usiacuri,280.98972000000003,"0,00%"
Bolívar,San Estanislao,280.96691999999985,"0,00%"
Bolívar,Clemencia,265.31759999999986,"0,00%"
La Guajira,El Molino,263.7135600000001,"0,00%"
Nariño,Ricaurte,257.5147199999998,"0,00%"
Bolívar,Turbana,253.58736000000016,"0,00%"
Antioquia,Arboletes,251.76487000000003,"0,00%"
Boyacá,Toca,251.2690500000008,"0,00%"
Cesar,Curumani,249.34659999999994,"0,00%"
Meta,El Castillo,248.36663999999988,"0,00%"
Nariño,Cuaspud,243.36635999999973,"0,00%"
Meta,Uribe,243.34067999999994,"0,00%"
Santander,Cimitarra,241.81740000000005,"0,00%"
Boyacá,Mongui,240.75316999999995,"0,00%"
Boyacá,Tibana,239.67263000000014,"0,00%"
Nariño,San Pablo,233.09459999999996,"0,00%"
Sucre,Palmito,232.0204799999996,"0,00%"
Meta,Lejanias,225.80735999999996,"0,00%"
Nariño,Puerres,224.33592000000004,"0,00%"
Boyacá,Tasco,224.10880999999995,"0,00%"
Nariño,El Penol,222.03659999999996,"0,00%"
Boyacá,Mongua,219.66172999999998,"0,00%"
Magdalena,Nueva Granada,217.70028000000008,"0,00%"
Bolívar,Altos Del Rosario,217.27548000000004,"0,00%"
Nariño,Gualmatan,214.75884000000002,"0,00%"
Nariño,El Tambo,214.29156000000003,"0,00%"
Nariño,La Florida,214.29156,"0,00%"
Boyacá,Sachica,213.47920999999954,"0,00%"
Nariño,Belen,211.89348,"0,00%"
Nariño,Nariño,211.16688000000008,"0,00%"
Nariño,Yacuanquer,210.0756000000001,"0,00%"
Nariño,Aldana,207.90048000000004,"0,00%"
Boyacá,El Cocuy,206.7481800000004,"0,00%"
Nariño,Mallama,203.45915999999943,"0,00%"
Boyacá,Cerinza,198.09136999999996,"0,00%"
Sucre,San Benitoabad,197.6731199999997,"0,00%"
Boyacá,Boavita,197.51168000000007,"0,00%"
Nariño,Guaitarilla,191.9599199999998,"0,00%"
Boyacá,Turmeque,191.9163300000002,"0,00%"
Bolívar,Santa Rosade Lima,190.09944000000002,"0,00%"
Nariño,Potosi,187.2924,"0,00%"
Nariño,Colon,182.12772,"0,00%"
Córdoba,San Carlos,181.70435999999992,"0,00%"
Nariño,Cumbitara,181.21524,"0,00%"
Nariño,El Rosario,181.21524,"0,00%"
Boyacá,Chita,178.40785999999983,"0,00%"
Nariño,Sapuyes,178.31711999999996,"0,00%"
Nariño,Cordoba,172.33836000000008,"0,00%"
Nariño,Alban,172.0391999999999,"0,00%"
Boyacá,Topaga,171.43033999999992,"0,00%"
Nariño,Iles,170.75040000000004,"0,00%"
La Guajira,Villanueva,165.6816,"0,00%"
Boyacá,Corrales,165.17607999999993,"0,00%"
Nariño,Leiva,163.72956000000005,"0,00%"
Boyacá,Tipacoque,158.47385000000003,"0,00%"
Huila,La Plata,157.04955999999999,"0,00%"
